aX,aY,aZ
0.025,-0.202,0.978
0.029,-0.189,0.992
0.035,-0.183,1.006
0.042,-0.179,1.020
0.041,-0.173,1.054
0.042,-0.179,1.092
0.048,-0.200,1.106
0.056,-0.218,1.123
0.064,-0.221,1.131
0.082,-0.222,1.133
0.088,-0.223,1.136
0.090,-0.225,1.132
0.091,-0.236,1.129
0.092,-0.248,1.128
0.089,-0.255,1.119
0.086,-0.263,1.111
0.084,-0.262,1.093
0.082,-0.257,1.064
0.078,-0.252,1.053
0.078,-0.241,1.022
0.074,-0.234,0.996
0.068,-0.217,0.988
0.046,-0.207,0.967
0.000,-1.111,0.904
0.025,-1.134,0.929
0.032,-1.171,0.939
0.031,-1.198,0.955
0.032,-1.211,0.966
0.024,-1.243,0.970
0.016,-1.310,0.952
0.001,-1.347,0.930
-0.015,-1.418,0.916
-0.020,-1.481,0.891
-0.026,-1.507,0.864
-0.029,-1.557,0.850
-0.033,-1.604,0.830
-0.049,-1.637,0.797
-0.059,-1.672,0.776
-0.062,-1.673,0.755
-0.058,-1.680,0.720
-0.084,-1.654,0.695
-0.061,-1.593,0.664
-0.046,-1.531,0.647
-0.021,-1.482,0.630
0.014,-1.403,0.615
0.033,-1.355,0.606
0.098,-1.320,0.626
0.154,-1.262,0.634
0.176,-1.219,0.654
0.230,-1.196,0.645
0.296,-1.134,0.628
0.350,-1.072,0.619
0.378,-0.992,0.616
0.418,-0.930,0.608
0.460,-0.793,0.600
0.612,-0.634,0.584
0.566,-0.551,0.544
0.684,-0.351,0.548
0.733,-0.055,0.513
0.834,0.101,0.418
0.956,0.440,0.384
1.011,0.777,0.299
1.128,0.960,0.288
1.196,1.409,0.315
1.201,1.769,0.374
1.200,2.073,0.408
1.190,2.302,0.413
1.133,2.389,0.485
1.040,2.547,0.554
1.031,2.606,0.670
0.995,2.588,0.670
0.765,2.542,0.712
0.667,2.625,1.051
0.522,2.984,1.298
0.466,3.261,1.948
0.194,3.256,2.697
-0.268,2.938,3.077
-0.493,2.507,3.852
-0.976,2.238,4.250
-1.369,2.117,5.009
-1.539,1.699,4.834
-1.916,1.454,4.782
-2.328,1.093,4.593
-2.529,0.767,4.221
-2.753,0.709,4.066
-2.661,0.912,4.155
-2.475,1.273,4.316
-1.980,1.380,4.014
-1.390,1.390,3.779
-1.037,1.218,3.026
-0.252,1.082,2.070
0.508,0.761,1.602
0.805,0.597,0.735
1.221,0.245,0.359
1.370,-0.016,-0.260
1.576,-0.116,-0.755
1.731,-0.287,-0.888
1.748,-0.328,-0.970
1.696,-0.318,-1.274
1.450,-0.482,-1.322
1.442,-0.356,-1.227
1.234,-0.357,-1.175
1.016,-0.243,-1.127
0.840,-0.170,-0.960
0.743,-0.001,-0.728
0.548,-0.027,-0.460
0.381,0.064,-0.254
0.288,0.174,0.046
0.130,0.218,0.194
-0.074,0.294,0.467
-0.081,0.345,0.779
-0.174,0.411,0.912
-0.208,0.434,1.133
-0.256,0.446,1.329
-0.244,0.412,1.414
-0.224,0.325,1.509
-0.173,0.279,1.536
-0.094,0.177,1.526
-0.041,0.123,1.490
0.058,0.025,1.442
0.242,-0.042,1.350
0.245,-0.068,1.227
0.347,-0.102,1.157
0.427,-0.126,1.037
0.461,-0.148,0.906
0.496,-0.167,0.838
0.505,-0.185,0.731
0.504,-0.192,0.649
0.482,-0.199,0.611
0.465,-0.188,0.572
0.430,-0.183,0.582
0.397,-0.168,0.601
0.255,-0.153,0.667
0.346,-0.140,0.736
0.302,-0.088,0.785
0.280,-0.061,0.902
0.259,-0.048,0.991
0.230,-0.035,1.026
0.215,-0.043,1.109
0.206,-0.055,1.169
0.200,-0.088,1.196
0.206,-0.127,1.235
-0.031,-0.854,1.108
-0.015,-0.887,1.114
0.009,-0.924,1.087
-0.103,-1.006,1.094
-0.012,-0.891,1.018
0.030,-0.819,1.004
0.043,-0.932,0.993
0.036,-0.935,0.969
0.037,-0.960,0.952
0.038,-0.986,0.917
0.044,-1.001,0.902
0.055,-1.043,0.865
0.054,-1.067,0.811
0.057,-1.106,0.778
0.063,-1.113,0.725
0.077,-1.119,0.646
0.078,-1.112,0.613
0.081,-1.089,0.552
0.083,-1.085,0.527
0.082,-1.073,0.478
0.081,-1.053,0.433
0.081,-1.026,0.412
0.077,-0.982,0.388
0.082,-0.958,0.387
0.075,-0.901,0.391
0.084,-0.858,0.406
0.114,-0.840,0.441
0.181,-0.848,0.460
0.223,-0.823,0.498
0.305,-0.791,0.523
0.394,-0.712,0.529
0.446,-0.622,0.543
0.551,-0.581,0.533
0.647,-0.470,0.523
0.683,-0.306,0.482
0.766,-0.224,0.416
0.885,-0.059,0.377
0.938,0.146,0.320
1.037,0.253,0.285
1.101,0.490,0.257
1.138,0.872,0.243
1.206,0.898,0.236
1.195,1.139,0.165
1.139,1.248,0.128
1.041,1.487,0.140
0.999,1.705,0.244
0.922,1.728,0.336
0.847,1.881,0.591
0.655,1.962,0.857
0.398,2.175,1.031
0.233,2.482,1.574
-0.062,2.594,2.180
-0.277,2.732,2.560
-0.361,2.586,3.351
-0.642,2.360,3.662
-0.965,1.910,4.297
-1.122,1.673,4.782
-1.503,1.238,4.883
-1.669,1.074,4.942
-1.692,1.108,4.536
-1.728,0.701,4.225
-1.753,0.366,3.768
-1.841,0.256,3.298
-1.865,0.206,3.172
-1.857,0.270,2.898
-1.770,0.544,2.786
-1.406,0.807,2.591
-1.284,0.891,2.223
-0.778,0.973,1.972
-0.204,0.866,1.322
0.072,0.737,0.571
0.593,0.423,0.213
0.811,0.211,-0.418
1.134,0.038,-0.892
1.361,-0.132,-1.041
1.421,-0.398,-1.294
1.451,-0.427,-1.297
1.407,-0.465,-1.244
1.358,-0.413,-1.027
1.226,-0.357,-0.741
1.061,-0.233,-0.585
0.855,-0.083,-0.268
0.741,0.004,0.081
0.506,0.164,0.256
0.271,0.271,0.586
0.187,0.296,0.837
0.014,0.295,0.944
-0.057,0.281,1.118
-0.163,0.241,1.183
-0.239,0.199,1.277
-0.268,0.185,1.343
-0.287,0.176,1.364
-0.257,0.147,1.384
-0.240,0.135,1.358
-0.195,0.103,1.332
-0.168,0.089,1.262
-0.095,0.082,1.160
-0.009,0.061,1.105
0.034,0.033,0.981
0.114,0.020,0.922
0.140,0.004,0.810
0.169,-0.003,0.639
0.185,-0.005,0.709
0.193,0.000,0.678
0.211,-0.006,0.674
0.232,-0.037,0.678
0.238,-0.055,0.704
0.231,-0.052,0.855
0.212,-0.030,0.805
0.197,-0.014,0.893
0.165,-0.012,0.940
0.140,0.002,1.050
0.133,-0.004,1.161
0.116,-0.029,1.199
0.112,-0.058,1.259
0.119,-0.072,1.285
0.126,-0.087,1.294
0.130,-0.105,1.296
0.138,-0.108,1.300
-0.018,-0.956,1.031
-0.003,-0.982,1.034
0.007,-0.995,1.035
0.017,-1.010,1.030
0.022,-1.023,1.022
0.026,-1.036,0.999
0.023,-1.059,0.989
0.024,-1.071,0.974
0.024,-1.071,0.966
0.008,-1.090,0.945
-0.001,-1.094,0.925
-0.015,-1.099,0.916
-0.028,-1.103,0.897
-0.035,-1.100,0.872
-0.043,-1.096,0.843
-0.041,-1.081,0.834
-0.025,-1.069,0.807
-0.018,-1.060,0.793
-0.010,-1.084,0.779
0.003,-1.081,0.752
0.009,-1.074,0.725
0.039,-1.069,0.716
0.061,-1.055,0.695
0.071,-1.051,0.665
0.091,-1.037,0.658
0.100,-1.049,0.630
0.125,-1.046,0.600
0.151,-1.040,0.585
0.161,-1.007,0.555
0.180,-1.001,0.538
0.190,-0.969,0.507
0.191,-0.958,0.483
0.200,-0.954,0.481
0.203,-0.967,0.461
0.225,-0.966,0.447
0.244,-0.980,0.431
0.255,-0.956,0.408
0.298,-0.910,0.375
0.332,-0.809,0.343
0.354,-0.642,0.289
0.412,-0.524,0.264
0.448,-0.246,0.243
0.474,0.059,0.212
0.571,0.235,0.261
0.696,0.625,0.311
0.762,1.030,0.421
0.902,1.202,0.590
1.054,1.471,0.564
1.135,1.549,0.659
1.281,1.664,0.693
1.341,1.798,0.763
1.429,1.871,0.830
1.468,2.079,0.834
1.429,2.202,0.822
1.253,2.239,0.836
0.876,2.278,0.801
0.741,2.342,1.038
0.298,2.675,1.275
0.093,2.972,1.995
-0.346,2.960,2.804
-0.981,2.740,3.159
-1.318,2.409,3.758
-1.843,2.402,4.120
-2.126,2.396,3.892
-2.300,2.132,3.632
-2.562,1.809,3.566
-2.688,1.336,3.372
-2.854,1.209,3.666
-2.626,1.300,3.966
-2.440,1.390,4.380
-2.036,1.389,4.167
-1.372,1.228,3.893
-0.946,0.925,3.131
-0.077,0.756,2.140
0.657,0.410,1.603
0.960,0.088,0.605
1.408,-0.074,0.177
1.667,-0.368,-0.510
1.726,-0.396,-1.030
1.709,-0.447,-1.263
1.565,-0.398,-1.371
1.488,-0.260,-1.477
1.197,-0.142,-1.357
0.925,0.062,-1.279
0.798,0.242,-1.047
0.600,0.302,-0.770
0.458,0.405,-0.606
0.392,0.483,-0.257
0.249,0.515,0.124
0.129,0.537,0.303
0.069,0.384,0.629
-0.039,0.439,0.773
-0.214,0.348,1.009
-0.176,0.320,1.195
-0.232,0.292,1.266
-0.243,0.293,1.346
-0.225,0.278,1.366
-0.163,0.261,1.324
-0.083,0.213,1.277
-0.046,0.177,1.151
0.008,0.171,0.994
0.063,0.162,0.919
0.085,0.171,0.783
0.121,0.177,0.716
0.136,0.169,0.611
0.139,0.181,0.527
0.145,0.195,0.513
0.156,0.190,0.515
0.169,0.189,0.533
0.181,0.168,0.604
0.188,0.158,0.698
0.195,0.138,0.754
0.190,0.109,0.869
0.172,0.093,0.980
0.148,0.068,1.040
0.138,0.061,1.149
0.123,0.057,1.195
0.116,0.061,1.278
0.115,0.047,1.308
-0.095,-0.887,1.069
-0.087,-0.949,1.054
-0.059,-0.980,1.061
-0.028,-1.053,1.066
-0.012,-1.125,1.065
0.019,-1.164,1.057
0.054,-1.246,1.051
0.092,-1.330,1.029
0.104,-1.369,1.008
0.116,-1.474,0.991
0.111,-1.562,0.945
0.095,-1.591,0.878
0.063,-1.622,0.845
0.046,-1.642,0.786
0.011,-1.647,0.747
-0.010,-1.697,0.721
-0.035,-1.734,0.681
-0.070,-1.757,0.666
-0.096,-1.744,0.627
-0.074,-1.760,0.652
-0.053,-1.766,0.673
-0.018,-1.771,0.670
0.027,-1.860,0.672
0.055,-1.952,0.660
0.133,-2.116,0.651
0.236,-2.046,0.640
0.350,-2.092,0.606
0.422,-2.103,0.549
0.553,-2.084,0.503
0.687,-2.055,0.405
0.767,-2.044,0.296
0.935,-1.974,0.249
1.005,-1.869,0.153
1.130,-1.789,0.055
1.280,-1.593,0.002
1.368,-1.376,-0.131
1.546,-1.215,-0.290
1.669,-0.774,-0.370
1.714,-0.326,-0.529
1.756,-0.110,-0.682
1.717,0.407,-0.727
1.666,1.138,-0.639
1.524,1.551,-0.272
1.301,2.441,-0.037
1.146,3.304,0.536
0.815,3.664,1.111
0.543,4.270,1.469
0.397,4.662,2.103
0.126,4.669,2.347
-0.145,4.384,2.569
-0.395,4.169,2.799
-0.698,4.343,3.018
-0.834,4.527,3.557
-1.025,4.449,4.035
-1.711,3.852,4.155
-2.434,3.074,4.374
-2.729,2.642,4.656
-3.123,2.564,4.357
-3.402,2.110,4.206
-3.535,1.766,3.964
-3.675,1.705,3.766
-3.297,1.646,3.690
-2.923,1.598,3.500
-1.888,1.481,3.066
-0.714,1.024,2.661
-0.136,0.479,1.673
0.878,0.180,1.151
1.681,-0.294,0.244
1.897,-0.508,-0.480
2.154,-0.729,-0.782
2.216,-0.707,-1.208
2.180,-0.635,-1.481
1.922,-0.558,-1.473
1.634,-0.220,-1.243
1.398,-0.151,-1.152
1.107,0.055,-0.677
0.813,0.102,-0.506
0.377,0.220,-0.108
0.298,0.285,0.272
0.013,0.460,0.454
-0.114,0.531,0.702
-0.252,0.555,0.852
-0.355,0.486,0.874
-0.351,0.458,0.988
-0.304,0.429,0.994
-0.206,0.394,0.998
-0.143,0.316,0.960
-0.024,0.268,0.786
0.085,0.177,0.780
0.134,0.019,0.649
0.210,0.098,0.587
0.238,0.073,0.496
0.266,0.069,0.436
0.287,0.069,0.421
0.295,0.020,0.400
0.304,0.015,0.389
0.300,0.006,0.392
0.298,0.008,0.407
0.293,0.024,0.418
0.293,0.071,0.501
0.272,0.081,0.580
0.231,0.108,0.627
0.199,0.107,0.723
0.146,0.098,0.784
0.083,0.083,0.891
0.058,0.068,1.007
0.035,0.060,1.077
0.034,0.050,1.190
0.043,0.053,1.281
0.053,0.020,1.315
0.065,-0.013,1.353
0.097,-0.060,1.349
0.132,-0.092,1.316
0.142,-0.102,1.250
0.137,-0.106,1.209
0.133,-0.093,1.128
0.122,-0.081,1.052
0.105,-0.056,1.014
0.087,-0.030,0.954
-0.111,-0.843,1.003
-0.097,-0.907,1.055
-0.083,-0.976,1.104
-0.064,-1.007,1.140
-0.053,-1.088,1.153
-0.048,-1.182,1.148
-0.058,-1.238,1.115
-0.081,-1.336,1.093
-0.072,-1.400,1.040
-0.070,-1.434,0.982
-0.077,-1.522,0.952
-0.089,-1.608,0.895
-0.100,-1.648,0.834
-0.072,-1.722,0.797
-0.083,-1.795,0.731
-0.126,-1.829,0.667
-0.153,-1.858,0.639
-0.161,-1.885,0.594
-0.172,-1.899,0.547
-0.199,-1.889,0.527
-0.243,-1.905,0.489
-0.263,-1.858,0.493
-0.314,-1.823,0.507
-0.353,-1.759,0.529
-0.367,-1.716,0.578
-0.378,-1.695,0.628
-0.384,-1.658,0.650
-0.377,-1.617,0.698
-0.344,-1.594,0.733
-0.282,-1.577,0.745
-0.196,-1.561,0.728
-0.134,-1.556,0.658
0.014,-1.558,0.610
0.224,-1.521,0.485
0.269,-1.492,0.283
0.429,-1.443,0.158
0.593,-1.321,-0.081
0.686,-1.146,-0.315
0.900,-1.036,-0.572
1.065,-0.786,-0.709
1.165,-0.473,-0.908
1.389,-0.300,-1.021
1.592,0.130,-1.046
1.633,0.751,-0.974
1.668,1.143,-0.694
1.646,1.938,-0.526
1.638,2.571,-0.056
1.585,2.821,0.503
1.524,3.253,0.808
1.479,3.573,1.423
1.427,3.639,1.710
1.267,3.575,2.084
1.174,3.444,2.236
0.836,3.359,2.406
0.693,3.885,3.077
0.481,4.187,3.995
0.016,4.146,4.263
-0.303,3.566,4.947
-0.964,3.209,5.275
-1.329,2.521,5.702
-2.114,3.032,6.014
-2.344,1.583,5.775
-2.657,1.248,4.982
-3.059,1.232,4.738
-3.069,0.928,4.824
-2.940,1.291,4.675
-2.578,1.411,4.360
-1.375,1.639,4.099
-1.022,1.284,2.867
-0.011,1.183,1.656
0.976,0.610,1.013
1.354,0.374,-0.074
1.820,-0.060,-0.538
2.072,-0.279,-1.195
2.075,-0.342,-1.644
1.965,-0.429,-1.787
1.693,-0.382,-2.001
1.607,-0.217,-1.834
1.425,-0.078,-1.241
0.933,0.060,-1.301
0.834,0.312,-0.678
0.757,0.261,-0.297
0.433,0.228,-0.080
0.329,0.279,0.266
0.191,0.326,0.445
0.046,0.393,0.794
-0.037,0.447,1.037
-0.163,0.510,1.143
-0.211,0.480,1.303
-0.287,0.454,1.370
-0.293,0.406,1.386
-0.272,0.346,1.368
-0.190,0.325,1.341
-0.070,0.261,1.232
-0.013,0.219,1.089
0.095,0.151,1.017
0.142,0.125,0.890
0.231,0.112,0.746
0.291,0.087,0.676
0.314,0.068,0.551
0.345,0.032,0.488
0.362,0.003,0.386
0.363,-0.007,0.297
0.347,-0.002,0.270
0.315,0.024,0.256
0.294,0.047,0.307
0.237,0.110,0.350
0.212,0.136,0.517
0.154,0.128,0.733
0.107,0.122,0.806
0.082,0.115,1.005
0.048,0.071,1.094
0.036,0.020,1.242
0.027,-0.006,1.333
0.032,-0.049,1.367
0.041,-0.074,1.418
0.060,-0.073,1.434
0.084,-0.065,1.428
0.095,-0.051,1.363
-0.107,-0.837,1.091
-0.081,-0.882,1.093
-0.050,-0.906,1.080
-0.025,-0.955,1.075
-0.006,-0.995,1.059
0.004,-1.022,1.039
0.023,-1.038,1.032
0.034,-1.057,1.018
0.037,-1.085,1.006
0.034,-1.096,0.994
0.026,-1.111,0.984
0.008,-1.133,0.976
-0.002,-1.141,0.966
-0.028,-1.167,0.961
-0.055,-1.220,0.954
-0.061,-1.267,0.950
-0.068,-1.300,0.943
-0.077,-1.384,0.936
-0.061,-1.529,0.941
-0.099,-1.526,0.877
-0.140,-1.450,0.858
-0.008,-1.522,0.850
-0.115,-1.541,0.838
-0.107,-1.543,0.821
-0.108,-1.530,0.822
-0.109,-1.505,0.825
-0.109,-1.480,0.848
-0.081,-1.441,0.855
-0.040,-1.400,0.867
-0.013,-1.250,0.874
0.033,-1.332,0.867
0.076,-1.314,0.845
0.087,-1.283,0.802
0.116,-1.271,0.745
0.172,-1.244,0.711
0.213,-1.193,0.665
0.310,-1.178,0.561
0.396,-1.149,0.504
0.426,-1.096,0.386
0.514,-1.076,0.341
0.673,-1.017,0.261
0.750,-0.918,0.117
0.888,-0.843,-0.000
1.072,-0.683,-0.050
1.170,-0.434,-0.159
1.329,-0.269,-0.277
1.404,0.116,-0.325
1.417,0.595,-0.380
1.396,0.869,-0.309
1.333,1.448,-0.237
1.293,1.995,-0.062
1.275,2.204,0.212
1.275,2.416,0.383
1.253,2.448,0.695
1.257,2.480,0.991
1.238,2.605,1.085
1.191,2.853,1.144
1.039,2.960,1.083
0.767,3.117,1.087
0.612,3.453,1.369
0.322,3.725,1.662
0.002,3.932,2.438
-0.251,3.429,3.261
-0.944,3.065,3.697
-1.500,2.726,4.401
-1.818,2.424,4.382
-2.691,2.103,4.180
-2.926,2.080,4.149
-3.608,1.899,3.442
-3.810,1.883,3.426
-3.805,1.883,3.625
-3.774,2.010,3.750
-3.147,2.209,3.692
-2.603,2.150,3.223
-1.314,1.748,2.870
-0.652,1.104,1.876
0.642,0.775,0.796
1.711,0.063,0.283
2.120,-0.577,-0.544
2.579,-0.790,-0.974
2.796,-0.930,-1.118
2.765,-0.872,-1.400
2.515,-0.738,-1.447
1.974,-0.673,-1.473
1.727,-0.230,-1.315
1.290,-0.107,-0.998
0.858,0.122,-0.835
0.408,0.263,-0.433
0.299,0.321,0.052
-0.080,0.489,0.288
-0.400,0.670,0.753
-0.526,0.753,1.127
-0.714,0.753,1.278
-0.788,0.713,1.497
-0.769,0.586,1.610
-0.629,0.508,1.601
-0.403,0.338,1.561
-0.155,0.180,1.428
-0.061,0.129,1.253
0.113,0.070,1.159
0.215,0.061,0.977
0.241,0.062,0.816
0.266,0.058,0.747
0.272,0.043,0.639
0.263,0.041,0.562
0.233,0.067,0.546
0.220,0.100,0.560
0.156,0.122,0.606
0.109,0.159,0.634
0.090,0.174,0.684
0.060,0.163,0.713
0.061,0.120,0.815
0.061,0.106,0.913
0.053,0.112,0.965
0.050,0.122,1.080
0.052,0.113,1.173
0.053,0.081,1.201
0.059,0.063,1.238
0.071,0.056,1.246
0.123,-1.100,0.851
0.139,-1.151,0.834
0.170,-1.175,0.816
0.193,-1.199,0.802
0.204,-1.215,0.792
0.232,-1.218,0.793
0.237,-1.208,0.799
0.230,-1.206,0.806
0.216,-1.204,0.818
0.199,-1.217,0.848
0.188,-1.219,0.872
0.172,-1.212,0.878
0.161,-1.203,0.883
0.155,-1.211,0.873
0.143,-1.237,0.861
0.005,-1.241,0.831
0.108,-1.242,0.792
0.105,-1.257,0.769
0.109,-1.284,0.702
0.113,-1.294,0.619
0.113,-1.327,0.572
0.118,-1.341,0.484
0.121,-1.344,0.388
0.125,-1.329,0.349
0.126,-1.325,0.255
0.133,-1.275,0.205
0.148,-1.254,0.150
0.175,-1.180,0.149
0.200,-1.107,0.147
0.251,-1.070,0.170
0.325,-1.004,0.188
0.359,-0.883,0.211
0.424,-0.791,0.273
0.467,-0.606,0.307
0.481,-0.413,0.392
0.515,-0.313,0.461
0.575,-0.133,0.475
0.616,0.079,0.486
0.708,0.202,0.509
0.746,0.431,0.522
0.842,0.518,0.529
1.017,0.642,0.563
1.099,0.814,0.613
1.194,0.906,0.632
1.197,1.185,0.663
1.120,1.405,0.699
0.974,1.893,0.745
0.872,2.376,0.852
0.675,2.491,1.006
0.444,2.580,1.115
0.284,2.704,1.430
0.016,3.074,1.677
-0.114,3.298,2.211
-0.474,3.259,2.891
-1.007,2.959,3.231
-1.634,2.682,3.839
-1.997,2.530,4.208
-2.734,2.481,4.183
-2.951,2.181,3.543
-3.183,1.815,3.048
-3.796,1.165,2.887
-3.929,1.213,3.150
-3.817,1.534,3.536
-3.407,2.035,4.161
-3.156,2.149,4.092
-2.167,1.949,3.797
-1.536,1.364,2.969
-0.162,1.012,2.009
1.146,0.369,1.471
1.642,-0.143,0.370
2.276,-0.348,-0.495
2.631,-0.575,-0.768
2.642,-0.427,-1.155
2.473,-0.502,-1.298
2.096,-0.258,-1.290
1.746,-0.041,-1.192
1.410,0.088,-0.952
1.051,0.249,-0.800
0.887,0.378,-0.542
0.629,0.437,-0.223
0.429,0.516,-0.032
0.305,0.551,0.232
0.054,0.572,0.528
-0.111,0.592,0.677
-0.186,0.574,0.890
-0.281,0.550,0.989
-0.284,0.479,1.115
-0.258,0.440,1.142
-0.165,0.358,1.115
-0.109,0.301,1.025
0.046,0.265,0.867
0.185,0.201,0.787
0.248,0.128,0.676
0.322,0.109,0.502
0.329,0.103,0.538
0.329,0.102,0.508
0.305,0.134,0.498
0.293,0.149,0.495
0.261,0.143,0.492
0.224,0.131,0.509
0.205,0.127,0.573
0.158,0.125,0.617
0.137,0.128,0.736
0.103,0.134,0.847
0.069,0.138,0.898
0.065,0.120,1.007
0.058,0.114,1.108
0.053,0.116,1.153
0.052,0.111,1.233
0.079,0.099,1.271
0.093,0.057,1.300
0.102,0.042,1.299
0.108,0.034,1.300
0.110,0.016,1.277
0.112,0.008,1.137
0.109,-0.001,1.231
0.103,-0.002,1.200
0.092,0.003,1.182
0.078,0.014,1.137
-1.141,-0.546,-0.319
-1.195,-0.532,-0.280
-1.251,-0.506,-0.247
-1.281,-0.490,-0.204
-1.335,-0.485,-0.164
-1.373,-0.467,-0.130
-1.407,-0.471,-0.117
-1.419,-0.484,-0.114
-1.435,-0.489,-0.112
-1.434,-0.522,-0.114
-1.414,-0.565,-0.116
-1.403,-0.621,-0.131
-1.374,-0.651,-0.151
-1.337,-0.708,-0.171
-1.295,-0.761,-0.179
-1.248,-0.805,-0.190
-1.230,-0.829,-0.230
-1.192,-0.807,-0.268
-1.177,-0.870,-0.300
-1.147,-0.747,-0.266
-1.119,-0.763,-0.276
-1.109,-0.718,-0.237
-1.092,-0.690,-0.238
-1.082,-0.657,-0.234
-1.041,-0.642,-0.221
-1.010,-0.616,-0.209
-0.988,-0.590,-0.169
-0.971,-0.585,-0.093
-0.946,-0.586,-0.004
-0.924,-0.571,0.042
-0.912,-0.556,0.130
-0.891,-0.552,0.215
-0.887,-0.538,0.260
-0.889,-0.509,0.348
-0.904,-0.487,0.440
-0.928,-0.436,0.488
-0.982,-0.378,0.583
-1.011,-0.341,0.670
-1.053,-0.346,0.731
-1.057,-0.381,0.749
-1.050,-0.445,0.755
-1.013,-0.488,0.748
-0.957,-0.573,0.736
-0.893,-0.647,0.709
-0.863,-0.735,0.683
-0.818,-0.777,0.661
-0.768,-0.840,0.627
-0.742,-0.888,0.605
-0.686,-0.907,0.588
-0.636,-0.937,0.575
-0.614,-0.960,0.548
-0.567,-0.961,0.528
-0.514,-0.945,0.510
-0.492,-0.931,0.473
-0.458,-0.922,0.450
-0.420,-0.902,0.444
-0.405,-0.865,0.439
-0.377,-0.849,0.440
-0.359,-0.776,0.462
-0.369,-0.691,0.509
-0.380,-0.510,0.537
-0.389,-0.535,0.540
-0.375,-0.441,0.560
-0.353,-0.342,0.570
-0.291,-0.283,0.561
-0.225,-0.149,0.551
-0.190,-0.008,0.493
-0.102,0.125,0.415
0.012,0.198,0.369
0.132,0.336,0.280
0.187,0.411,0.184
0.339,0.549,0.182
0.410,0.622,0.150
0.553,0.655,0.142
0.707,0.691,0.132
0.787,0.734,0.153
0.946,0.771,0.172
1.023,0.887,0.231
1.190,0.953,0.312
1.320,1.128,0.365
1.479,1.292,0.488
1.422,1.372,0.626
1.534,1.501,0.703
1.601,1.573,0.847
1.707,1.582,0.952
1.788,1.551,1.006
1.803,1.547,1.165
1.807,1.566,1.443
1.746,1.587,1.616
1.695,1.424,2.065
1.588,1.342,2.352
1.401,0.956,2.990
1.318,0.714,3.694
0.901,0.150,4.028
0.637,-0.133,4.501
0.297,0.039,4.493
-0.101,-0.024,4.242
-0.424,0.012,3.894
-1.064,0.141,3.296
-1.609,0.449,3.015
-1.817,0.755,2.623
-2.036,0.923,2.493
-2.056,1.263,2.461
-1.999,1.613,2.321
-1.606,1.742,1.977
-0.949,1.760,1.727
-0.244,1.463,1.110
0.100,1.121,0.455
0.705,0.748,-0.225
1.190,0.257,-0.372
1.392,-0.190,-0.735
1.709,-0.346,-0.944
1.883,-0.750,-0.999
1.921,-0.882,-1.032
1.949,-0.953,-0.994
1.889,-0.981,-0.959
1.841,-0.915,-0.844
1.711,-0.870,-0.707
1.540,-0.744,-0.640
1.374,-0.576,-0.450
1.177,-0.508,-0.327
0.947,-0.337,-0.244
0.707,-0.106,-0.053
0.592,0.014,0.195
0.379,0.214,0.448
0.210,0.366,0.580
0.143,0.433,0.820
0.058,0.439,0.931
0.032,0.400,1.139
0.046,0.307,1.303
0.088,0.256,1.363
0.242,0.145,1.449
0.191,0.092,1.476
0.268,-0.005,1.473
0.303,-0.081,1.410
0.382,-0.119,1.346
0.427,-0.180,1.289
0.437,-0.223,1.179
0.476,-0.239,1.094
0.489,-0.253,1.043
0.488,-0.251,0.959
0.492,-0.251,0.928
0.480,-0.252,0.876
0.476,-0.258,0.850
0.468,-0.262,0.840
0.463,-0.262,0.838
0.449,-0.262,0.862
0.439,-0.248,0.886
0.431,-0.239,0.937
0.422,-0.227,0.978
0.414,-0.181,1.012
0.402,-0.155,1.076
0.376,-0.147,1.111
0.348,-0.150,1.131
0.325,-0.160,1.139
0.317,-0.172,1.151
0.302,-0.183,1.159
0.295,-0.205,1.162
0.296,-0.230,1.162
0.305,-0.246,1.158
0.292,-0.271,1.148
0.284,-0.271,1.124
0.272,-0.265,1.097
0.261,-0.248,1.078
0.254,-0.220,1.034
0.241,-0.210,0.990
0.229,-0.200,0.966
0.219,-0.174,0.910
0.183,-0.155,0.851
0.156,-0.118,0.825
0.143,-0.101,0.774
0.129,-0.098,0.729
0.115,-0.094,0.707
0.111,-0.098,0.675
0.107,-0.102,0.669
0.113,-0.106,0.674
0.244,-0.116,0.691
0.137,-0.121,0.724
0.158,-0.128,0.742
0.171,-0.147,0.783
0.197,-0.161,0.822
0.216,-0.194,0.842
0.227,-0.213,0.888
0.244,-0.219,0.931
0.258,-0.231,0.951
0.263,-0.245,0.987
0.270,-0.256,1.013
0.278,-0.272,1.024
0.280,-0.284,1.038
0.284,-0.285,1.047
0.285,-0.293,1.048
0.284,-0.296,1.043
0.273,-0.298,1.027
0.270,-0.296,1.019
0.258,-0.288,1.003
0.254,-0.275,0.990
0.244,-0.267,0.985
0.235,-0.247,0.971
0.230,-0.226,0.963
0.223,-0.211,0.964
0.215,-0.185,0.967
0.209,-0.168,0.970
0.202,-0.163,0.976
0.199,-0.155,0.983
0.199,-0.156,0.997
0.196,-0.159,1.006
0.204,-0.169,1.022
0.210,-0.181,1.039
0.225,-0.190,1.050
0.239,-0.209,1.052
0.246,-0.225,1.051
0.252,-0.239,1.046
0.261,-0.244,1.046
0.264,-0.251,1.046
0.266,-0.254,1.048
0.267,-0.256,1.049
0.271,-0.260,1.050
0.273,-0.263,1.051
0.272,-0.264,1.049
