aX,aY,aZ
0.091,0.150,-0.982
0.086,0.159,-0.952
0.072,0.172,-0.938
0.057,0.189,-0.900
0.039,0.189,-0.756
0.027,0.191,-0.842
0.019,0.193,-0.805
0.013,0.186,-0.795
0.009,0.174,-0.785
0.011,0.170,-0.795
0.012,0.171,-0.804
0.002,0.175,-0.821
-0.017,0.174,-0.829
-0.023,0.178,-0.833
-0.024,0.177,-0.842
-0.035,0.172,-0.849
-0.038,0.169,-0.851
-0.044,0.171,-0.868
-0.058,0.174,-0.878
-0.070,0.181,-0.884
-0.076,0.173,-0.899
-0.079,0.169,-0.918
-0.083,0.175,-0.926
-0.086,0.169,-0.943
-0.094,0.160,-0.967
-0.087,0.153,-0.976
-0.080,0.154,-0.987
-0.084,0.160,-1.119
-0.084,0.159,-1.012
-0.083,0.150,-1.021
-0.080,0.147,-1.034
-0.073,0.138,-1.038
-0.065,0.121,-1.051
-0.060,0.119,-1.051
-0.056,0.113,-1.048
-0.049,0.093,-1.048
-0.031,0.086,-1.046
-0.023,0.093,-1.039
-0.026,0.102,-1.017
-0.025,0.103,-0.993
-0.014,0.094,-0.987
-0.011,0.085,-0.983
-0.004,0.080,-0.976
-0.000,0.075,-0.974
-0.125,0.080,-0.971
-0.007,0.087,-0.976
-0.027,0.111,-0.973
-0.034,0.105,-0.964
-0.031,0.096,-0.985
-0.024,0.073,-0.993
-0.531,-0.198,-1.328
-0.589,-0.183,-1.324
-0.600,-0.157,-1.298
-0.649,-0.145,-1.260
-0.699,-0.124,-1.234
-0.740,-0.091,-1.187
-0.755,-0.073,-1.150
-0.784,-0.066,-1.112
-0.802,-0.063,-1.095
-0.814,-0.089,-1.055
-0.831,-0.105,-1.017
-0.855,-0.132,-1.004
-0.876,-0.165,-0.982
-0.886,-0.209,-0.982
-0.914,-0.225,-0.989
-0.930,-0.250,-0.982
-0.942,-0.268,-0.959
-0.972,-0.281,-0.926
-0.989,-0.315,-0.906
-1.006,-0.346,-0.863
-1.010,-0.398,-0.820
-1.011,-0.422,-0.796
-1.008,-0.464,-0.789
-1.013,-0.503,-0.801
-1.011,-0.543,-0.796
-1.001,-0.556,-0.793
-1.008,-0.594,-0.783
-1.004,-0.589,-0.755
-0.989,-0.580,-0.723
-0.985,-0.580,-0.717
-0.989,-0.526,-0.706
-1.005,-0.380,-0.717
-1.048,-0.420,-0.866
-1.045,-0.403,-0.780
-1.058,-0.393,-0.749
-1.046,-0.365,-0.709
-1.027,-0.305,-0.696
-0.993,-0.296,-0.664
-0.978,-0.290,-0.603
-0.994,-0.294,-0.574
-1.007,-0.277,-0.561
-1.010,-0.248,-0.531
-0.995,-0.237,-0.500
-0.996,-0.225,-0.483
-1.016,-0.251,-0.455
-1.017,-0.270,-0.436
-1.012,-0.301,-0.446
-1.008,-0.354,-0.444
-0.986,-0.429,-0.426
-0.981,-0.517,-0.391
-0.975,-0.572,-0.345
-0.947,-0.705,-0.320
-0.914,-0.831,-0.265
-0.892,-0.920,-0.174
-0.840,-0.972,-0.164
-0.806,-1.036,-0.138
-0.775,-1.073,-0.011
-0.708,-1.103,0.054
-0.674,-1.160,0.086
-0.620,-1.179,0.159
-0.604,-1.199,0.236
-0.600,-1.250,0.276
-0.591,-1.267,0.340
-0.584,-1.281,0.383
-0.583,-1.306,0.400
-0.590,-1.302,0.404
-0.586,-1.296,0.403
-0.557,-1.281,0.393
-0.525,-1.222,0.325
-0.509,-1.189,0.229
-0.468,-1.106,0.180
-0.410,-1.008,0.083
-0.369,-0.955,0.000
-0.288,-0.828,-0.039
-0.206,-0.660,-0.117
-0.134,-0.469,-0.168
-0.020,-0.374,-0.161
0.122,-0.222,-0.159
0.194,0.059,-0.205
0.234,0.200,-0.213
0.311,0.433,-0.158
0.321,0.738,-0.022
0.375,0.876,0.098
0.656,1.054,0.110
0.847,1.202,0.127
1.164,1.256,0.142
1.433,1.323,0.197
1.621,1.345,0.272
1.914,1.424,0.301
2.042,1.537,0.357
2.234,1.592,0.491
2.369,1.694,0.427
2.429,1.845,0.520
2.528,1.899,0.595
2.550,1.997,0.782
2.559,2.044,0.988
2.501,2.142,1.072
2.454,2.184,1.513
2.396,2.291,1.801
2.257,2.143,2.410
2.169,1.754,3.206
1.671,1.666,3.627
1.363,1.462,4.578
0.507,1.571,4.827
-0.125,1.674,4.932
-0.485,1.627,4.774
-1.552,1.793,4.329
-2.153,2.265,3.784
-2.366,2.496,3.057
-2.497,2.531,2.874
-2.517,2.496,2.687
-2.502,2.513,2.341
-1.950,2.464,2.235
-1.514,1.908,2.042
-0.639,1.587,1.605
0.276,0.921,1.307
1.126,0.330,0.671
1.482,0.066,0.054
2.009,-0.389,-0.221
2.288,-0.836,-0.835
2.390,-0.909,-1.068
2.321,-1.025,-1.171
2.270,-0.896,-1.115
1.983,-0.853,-1.179
1.764,-0.657,-1.086
1.634,-0.506,-0.938
1.398,-0.436,-0.701
1.222,-0.334,-0.565
1.144,-0.228,-0.306
0.951,-0.162,-0.031
0.725,-0.011,0.106
0.619,0.135,0.404
0.426,0.216,0.554
0.202,0.372,0.838
0.146,0.447,1.085
0.041,0.540,1.201
0.016,0.527,1.381
0.033,0.484,1.429
0.203,0.373,1.509
0.200,0.316,1.524
0.330,0.203,1.512
0.393,0.106,1.464
0.497,0.074,1.421
0.535,0.022,1.301
0.586,0.007,1.173
0.610,-0.032,1.104
0.608,-0.041,0.965
0.622,-0.052,0.905
0.579,-0.024,0.851
0.562,-0.020,0.855
0.544,-0.026,0.871
0.523,-0.024,0.929
0.504,-0.031,0.974
0.475,-0.034,1.035
0.469,-0.030,1.061
0.461,-0.019,1.110
0.432,-0.023,1.133
0.410,-0.018,1.176
0.404,-0.020,1.222
0.377,-0.019,1.241
0.358,-0.012,1.287
0.348,-0.007,1.315
0.306,-0.000,1.319
0.289,0.013,1.317
0.264,0.028,1.337
0.246,0.052,1.343
0.239,0.054,1.339
0.223,0.065,1.342
0.219,0.071,1.330
0.215,0.074,1.302
0.213,0.076,1.281
0.211,0.080,1.240
0.209,0.083,1.218
0.210,0.081,1.176
0.219,0.072,1.131
0.235,0.061,1.104
0.246,0.051,1.046
0.252,0.054,1.017
0.258,0.057,0.959
0.262,0.058,0.920
0.257,0.058,0.905
0.250,0.058,0.871
0.243,0.065,0.860
0.239,0.069,0.851
0.227,0.071,0.854
0.210,0.071,0.859
0.204,0.073,0.876
0.192,0.076,0.902
0.183,0.080,0.913
0.181,0.083,0.942
0.160,0.088,0.961
0.142,0.096,0.969
0.134,0.102,0.989
0.119,0.109,0.997
0.114,0.110,1.016
0.106,0.109,1.038
0.101,0.104,1.047
0.102,0.097,1.061
0.111,0.091,1.070
0.121,0.084,1.080
0.122,0.084,1.081
0.129,0.092,1.080
0.133,0.101,1.076
0.131,0.102,1.071
0.127,0.104,1.061
0.127,0.113,1.055
0.129,0.114,1.052
0.134,0.115,1.041
0.141,0.112,1.029
0.153,0.098,1.019
0.158,0.092,1.002
0.166,0.089,0.996
0.173,0.083,0.985
0.175,0.077,0.981
0.180,0.060,0.976
0.186,0.041,0.976
0.202,0.031,0.975
0.213,0.015,0.971
0.215,0.008,0.966
0.216,0.013,0.963
0.213,0.004,0.958
0.199,0.002,0.963
0.193,-0.012,0.966
0.191,-0.019,0.974
0.193,-0.022,0.977
0.189,-0.026,0.982
0.187,-0.024,0.989
0.183,-0.020,0.986
0.179,-0.017,0.989
0.168,-0.013,0.985
0.151,0.001,0.990
0.147,0.015,1.007
0.133,0.021,1.020
0.118,0.024,1.024
0.119,0.024,1.031
0.122,0.020,1.034
0.122,0.021,1.034
0.125,0.020,1.032
-0.412,-0.259,-1.383
-0.416,-0.314,-1.383
-0.418,-0.358,-1.384
-0.436,-0.373,-1.389
-0.454,-0.394,-1.392
-0.482,-0.415,-1.397
-0.498,-0.426,-1.403
-0.515,-0.452,-1.423
-0.559,-0.462,-1.432
-0.570,-0.469,-1.435
-0.600,-0.471,-1.439
-0.630,-0.478,-1.441
-0.653,-0.472,-1.429
-0.665,-0.467,-1.415
-0.683,-0.467,-1.395
-0.700,-0.462,-1.389
-0.714,-0.463,-1.374
-0.702,-0.479,-1.356
-0.705,-0.476,-1.345
-0.717,-0.486,-1.324
-0.712,-0.505,-1.292
-0.700,-0.510,-1.246
-0.692,-0.524,-1.224
-0.691,-0.550,-1.182
-0.667,-0.578,-1.132
-0.677,-0.536,-1.092
-0.686,-0.582,-1.051
-0.685,-0.584,-0.981
-0.666,-0.585,-0.899
-0.670,-0.615,-0.862
-0.676,-0.640,-0.791
-0.678,-0.653,-0.745
-0.676,-0.652,-0.716
-0.676,-0.653,-0.709
-0.672,-0.612,-0.678
-0.671,-0.610,-0.636
-0.680,-0.615,-0.587
-0.690,-0.641,-0.566
-0.690,-0.661,-0.506
-0.692,-0.695,-0.446
-0.730,-0.715,-0.389
-0.754,-0.764,-0.357
-0.755,-0.812,-0.282
-0.799,-0.826,-0.210
-0.815,-0.860,-0.183
-0.765,-0.884,-0.122
-0.770,-0.925,-0.098
-0.788,-0.949,-0.066
-0.731,-0.972,-0.047
-0.717,-0.922,0.012
-0.719,-0.926,0.012
-0.707,-0.921,0.027
-0.690,-0.929,0.027
-0.682,-0.912,0.027
-0.632,-0.908,0.061
-0.587,-0.926,0.076
-0.569,-0.944,0.104
-0.526,-0.951,0.137
-0.492,-0.944,0.148
-0.453,-0.917,0.156
-0.433,-0.869,0.171
-0.392,-0.844,0.203
-0.358,-0.786,0.219
-0.308,-0.732,0.232
-0.273,-0.660,0.265
-0.181,-0.632,0.292
-0.082,-0.548,0.297
-0.033,-0.441,0.294
0.077,-0.392,0.285
0.177,-0.296,0.290
0.277,-0.202,0.306
0.334,-0.034,0.338
0.435,-0.064,0.357
0.530,0.046,0.379
0.569,0.110,0.389
0.621,0.260,0.401
0.635,0.427,0.411
0.657,0.532,0.449
0.673,0.744,0.477
0.699,0.895,0.559
0.761,0.960,0.606
0.862,1.069,0.693
0.922,1.078,0.749
1.054,1.127,0.778
1.121,1.272,0.836
1.143,1.393,0.838
1.146,1.520,0.826
1.179,1.571,0.874
1.258,1.586,0.908
1.298,1.534,1.004
1.375,1.493,1.089
1.452,1.392,1.154
1.466,1.347,1.276
1.436,1.356,1.347
1.376,1.385,1.542
1.310,1.386,1.789
1.109,1.357,1.934
0.820,1.309,2.225
0.673,1.353,2.530
0.448,1.461,2.509
0.266,1.198,2.635
-0.231,1.188,2.729
-0.683,1.258,2.738
-0.838,1.281,2.585
-1.237,1.441,2.470
-1.542,1.558,2.272
-1.660,1.587,2.199
-1.754,1.628,2.227
-1.739,1.644,2.344
-1.669,1.613,2.376
-1.372,1.492,2.319
-1.146,1.233,2.093
-0.606,1.058,1.765
-0.032,0.692,1.576
0.253,0.352,1.176
0.783,0.196,0.764
1.174,-0.063,0.553
1.314,-0.288,0.179
1.497,-0.379,-0.241
1.548,-0.522,-0.398
1.481,-0.523,-0.542
1.335,-0.457,-0.575
1.148,-0.340,-0.563
1.044,-0.205,-0.463
0.829,-0.137,-0.383
0.626,-0.012,-0.183
0.530,0.072,0.028
0.377,0.109,0.144
0.181,0.189,0.369
0.162,0.230,0.610
0.061,0.312,0.736
0.025,0.368,0.967
-0.043,0.382,1.194
-0.069,0.397,1.254
-0.061,0.386,1.395
-0.018,0.348,1.451
0.009,0.277,1.515
0.062,0.233,1.528
0.144,0.145,1.517
0.183,0.074,1.456
0.249,0.048,1.292
0.288,-0.002,1.321
0.297,-0.029,1.222
0.339,-0.031,1.192
0.335,-0.027,1.094
0.340,-0.020,1.040
0.349,-0.005,1.011
0.350,0.011,0.962
0.351,0.011,0.928
0.355,0.013,0.918
0.355,0.010,0.892
0.359,0.010,0.885
0.355,0.005,0.894
0.348,0.000,0.905
0.336,0.004,0.914
0.336,-0.008,0.951
0.327,-0.015,0.982
0.310,-0.026,1.001
0.308,-0.038,1.057
0.303,-0.039,1.111
0.293,-0.040,1.138
0.288,-0.048,1.186
0.271,-0.054,1.204
0.256,-0.060,1.227
0.249,-0.056,1.240
0.238,-0.046,1.243
0.238,-0.047,1.249
0.238,-0.048,1.232
0.232,-0.054,1.224
0.228,-0.058,1.193
0.226,-0.053,1.156
0.225,-0.047,1.102
0.229,-0.034,1.078
0.231,-0.026,1.017
0.227,-0.022,0.957
0.219,-0.012,0.926
0.203,0.000,0.874
0.194,0.007,0.837
0.171,0.024,0.821
0.159,0.033,0.812
0.143,0.040,0.813
0.136,0.050,0.819
0.133,0.047,0.835
0.125,0.047,0.845
0.121,0.042,0.876
0.122,0.033,0.913
0.123,0.030,0.954
0.121,0.028,0.975
0.120,0.029,1.015
0.118,0.027,1.035
0.121,0.022,1.063
0.121,0.020,1.085
0.123,0.023,1.094
0.122,0.020,1.101
0.121,0.018,1.097
0.110,0.018,1.093
0.101,0.023,1.080
0.089,0.028,1.063
0.072,0.038,1.054
0.065,0.047,1.041
0.055,0.056,1.037
0.054,0.062,1.033
0.050,0.064,1.035
0.058,0.065,1.035
0.062,0.063,1.027
0.068,0.061,1.026
0.073,0.054,1.026
0.085,0.052,1.027
0.096,0.045,1.026
0.102,0.038,1.020
0.108,0.035,1.023
0.112,0.029,1.026
0.114,0.027,1.030
0.117,0.022,1.041
0.130,0.012,1.045
0.135,0.006,1.050
0.141,0.001,1.055
0.142,-0.000,1.055
0.140,0.003,1.057
0.135,0.002,1.059
0.132,0.003,1.057
0.134,0.004,1.050
0.135,0.003,1.032
0.137,0.004,1.024
0.134,0.010,1.008
0.133,0.017,1.002
0.127,0.029,0.991
0.122,0.037,0.978
0.109,0.054,0.973
0.102,0.073,0.958
0.088,0.081,0.948
0.080,0.091,0.946
0.081,0.094,0.956
0.087,0.089,0.962
0.104,0.071,0.976
0.116,0.043,0.989
0.138,0.032,1.003
0.165,0.009,1.010
-0.711,-0.401,-0.931
-0.735,-0.424,-0.949
-0.743,-0.454,-0.968
-0.763,-0.471,-0.987
-0.787,-0.501,-0.995
-0.819,-0.535,-1.007
-0.841,-0.558,-1.011
-0.873,-0.572,-1.007
-0.907,-0.602,-1.002
-0.921,-0.629,-0.992
-0.951,-0.648,-0.977
-0.972,-0.678,-0.968
-0.988,-0.709,-0.945
-0.993,-0.711,-0.919
-1.025,-0.699,-0.894
-1.001,-0.737,-0.868
-1.021,-0.730,-0.824
-1.008,-0.738,-0.760
-0.988,-0.735,-0.722
-0.992,-0.732,-0.701
-0.992,-0.751,-0.660
-0.977,-0.759,-0.610
-0.938,-0.760,-0.563
-0.910,-0.762,-0.539
-0.884,-0.753,-0.485
-0.873,-0.755,-0.421
-0.841,-0.763,-0.368
-0.820,-0.759,-0.343
-0.800,-0.783,-0.278
-0.797,-0.792,-0.242
-0.768,-0.800,-0.146
-0.761,-0.834,-0.099
-0.768,-0.876,-0.019
-0.753,-0.894,0.065
-0.736,-0.946,0.102
-0.726,-0.971,0.188
-0.725,-0.999,0.247
-0.755,-1.044,0.271
-0.772,-1.086,0.295
-0.785,-1.105,0.285
-0.813,-1.135,0.280
-0.821,-1.157,0.275
-0.825,-1.184,0.260
-0.852,-1.184,0.243
-0.872,-1.167,0.230
-0.899,-1.159,0.193
-0.910,-1.122,0.154
-0.918,-1.100,0.123
-0.896,-1.054,0.097
-0.883,-1.015,0.037
-0.836,-1.002,-0.011
-0.760,-0.963,-0.025
-0.670,-0.945,-0.051
-0.626,-0.944,-0.088
-0.528,-0.942,-0.101
-0.403,-0.956,-0.110
-0.337,-0.959,-0.144
-0.223,-0.939,-0.183
-0.112,-0.938,-0.216
-0.008,-0.928,-0.241
0.033,-0.876,-0.303
0.120,-0.807,-0.351
0.217,-0.644,-0.375
0.290,-0.495,-0.413
0.476,-0.427,-0.430
0.693,-0.296,-0.447
0.931,-0.157,-0.479
1.045,-0.010,-0.499
1.261,0.086,-0.498
1.435,0.388,-0.472
1.522,0.754,-0.354
1.699,0.941,-0.274
1.910,1.308,-0.045
2.005,1.650,0.221
2.157,1.827,0.346
2.260,2.223,0.655
2.238,2.464,0.920
2.243,2.975,1.118
2.212,3.446,1.412
2.104,3.572,1.690
1.947,3.651,1.835
1.875,3.613,2.269
1.771,3.541,2.937
1.617,3.378,3.326
1.458,3.216,4.239
1.118,2.991,4.890
0.582,2.256,5.375
0.127,1.711,5.714
-0.694,1.676,6.071
-1.507,1.632,5.798
-1.900,1.990,5.425
-2.285,2.149,5.283
-2.460,2.395,5.043
-2.521,2.514,4.522
-2.421,2.700,4.163
-1.814,2.544,3.283
-1.478,2.336,2.242
-0.518,1.781,1.734
0.040,1.091,1.000
1.364,0.443,-0.175
1.584,0.132,-0.471
1.974,-0.557,-1.108
2.618,-0.832,-1.555
2.422,-1.215,-1.761
2.393,-1.387,-1.875
2.405,-1.369,-1.671
2.108,-1.162,-1.602
1.747,-0.896,-1.393
1.490,-0.551,-1.083
1.146,-0.396,-0.675
0.862,-0.101,-0.279
0.560,0.128,-0.102
0.411,0.331,0.204
0.207,0.355,0.513
0.097,0.415,0.732
0.026,0.437,0.946
-0.081,0.450,1.013
-0.078,0.422,1.185
0.002,0.389,1.243
-0.189,-0.328,-1.513
-0.282,-0.364,-1.535
-0.208,-0.282,-1.547
-0.260,-0.310,-1.573
-0.332,-0.278,-1.541
-0.373,-0.289,-1.529
-0.414,-0.255,-1.508
-0.423,-0.250,-1.465
-0.456,-0.243,-1.444
-0.493,-0.252,-1.430
-0.502,-0.241,-1.405
-0.525,-0.240,-1.399
-0.553,-0.244,-1.401
-0.574,-0.251,-1.397
-0.584,-0.246,-1.390
-0.595,-0.250,-1.370
-0.600,-0.280,-1.320
-0.610,-0.314,-1.267
-0.606,-0.336,-1.216
-0.593,-0.341,-1.163
-0.585,-0.380,-1.139
-0.604,-0.411,-1.111
-0.616,-0.426,-1.063
-0.612,-0.449,-1.043
-0.604,-0.487,-0.983
-0.601,-0.522,-0.916
-0.594,-0.531,-0.865
-0.590,-0.543,-0.836
-0.594,-0.562,-0.791
-0.607,-0.574,-0.728
-0.616,-0.589,-0.691
-0.615,-0.595,-0.627
-0.624,-0.595,-0.590
-0.621,-0.597,-0.544
-0.611,-0.618,-0.517
-0.610,-0.648,-0.454
-0.610,-0.655,-0.407
-0.617,-0.667,-0.380
-0.616,-0.656,-0.318
-0.603,-0.637,-0.253
-0.583,-0.658,-0.197
-0.584,-0.621,-0.176
-0.570,-0.625,-0.129
-0.568,-0.635,-0.076
-0.564,-0.663,-0.057
-0.554,-0.690,-0.008
-0.538,-0.710,0.033
-0.517,-0.721,0.061
-0.521,-0.762,0.071
-0.560,-0.852,0.068
-0.554,-0.767,0.210
-0.541,-0.841,0.227
-0.536,-0.891,0.271
-0.560,-0.971,0.301
-0.618,-0.973,0.300
-0.586,-0.999,0.307
-0.590,-1.043,0.295
-0.619,-1.067,0.243
-0.643,-1.083,0.215
-0.651,-1.103,0.155
-0.660,-1.122,0.103
-0.678,-1.170,0.070
-0.692,-1.199,-0.012
-0.716,-1.207,-0.099
-0.720,-1.182,-0.141
-0.691,-1.145,-0.221
-0.681,-1.132,-0.323
-0.684,-1.116,-0.439
-0.650,-1.047,-0.502
-0.598,-0.938,-0.618
-0.562,-0.827,-0.742
-0.462,-0.763,-0.842
-0.332,-0.634,-0.876
-0.180,-0.526,-0.938
-0.075,-0.422,-0.979
0.114,-0.388,-0.989
0.293,-0.285,-0.983
0.388,-0.091,-0.904
0.582,-0.003,-0.771
0.804,0.152,-0.706
0.932,0.226,-0.604
1.233,0.251,-0.561
1.496,0.399,-0.541
1.735,0.659,-0.459
1.968,0.777,-0.269
2.167,1.093,-0.285
2.302,1.409,-0.053
2.482,1.667,0.347
2.488,2.071,0.519
2.484,2.351,1.070
2.403,2.827,1.339
2.306,3.188,1.916
2.248,3.315,2.399
2.229,3.280,2.596
2.208,2.956,3.014
2.126,2.916,3.265
1.919,2.798,3.695
1.760,2.679,4.351
1.317,2.296,4.724
0.678,1.803,5.455
0.373,1.708,5.948
-0.170,1.166,5.893
-0.509,0.617,5.892
-1.433,0.583,5.519
-2.216,0.765,5.258
-2.492,0.930,4.864
-2.709,1.278,4.789
-2.644,1.624,4.495
-2.534,1.789,3.749
-1.952,1.860,3.224
-1.490,1.556,2.014
-0.419,1.288,0.745
0.575,0.658,0.157
1.000,0.024,-0.837
1.656,-0.251,-1.457
2.009,-0.570,-1.717
2.182,-0.681,-1.723
2.129,-0.657,-1.580
1.916,-0.588,-1.256
1.586,-0.441,-0.871
1.477,-0.373,-0.515
1.228,-0.355,-0.238
1.032,-0.255,-0.063
0.953,-0.141,0.277
0.696,-0.049,0.561
0.415,-0.029,0.701
0.397,0.062,0.992
0.148,0.255,1.116
-0.109,0.149,1.175
-0.259,0.256,1.155
-0.347,0.359,1.174
-0.393,0.436,1.161
-0.468,0.490,1.015
-0.441,0.458,0.966
-0.262,0.445,0.863
-0.300,0.417,0.783
-0.185,0.298,0.770
-0.116,0.205,0.775
0.023,0.145,0.806
0.133,0.037,0.823
0.185,-0.026,0.864
0.267,-0.055,0.868
0.282,-0.089,0.856
0.305,-0.136,0.861
0.326,-0.193,0.888
0.357,-0.219,0.905
0.370,-0.241,0.975
0.370,-0.222,1.070
0.351,-0.206,1.243
0.309,-0.196,1.196
0.291,-0.208,1.236
0.264,-0.206,1.261
0.236,-0.205,1.276
0.224,-0.177,1.311
0.220,-0.163,1.350
0.195,-0.143,1.374
0.085,-0.073,1.490
0.048,-0.130,1.353
0.143,-0.084,1.348
0.099,-0.073,1.220
0.095,-0.065,1.211
0.084,-0.039,1.162
0.034,-0.016,1.137
0.027,-0.009,1.108
0.029,-0.003,1.063
0.027,-0.001,1.051
0.018,0.004,1.026
0.002,0.007,1.017
0.003,-0.011,1.013
0.006,-0.019,1.015
0.018,-0.042,1.014
0.053,-0.068,1.009
0.061,-0.073,1.001
0.062,-0.078,1.005
0.058,-0.081,1.009
0.055,-0.075,1.002
0.054,-0.075,1.001
0.043,-0.072,1.000
0.034,-0.065,0.998
0.031,-0.064,1.001
0.025,-0.063,0.995
0.020,-0.061,0.979
0.016,-0.059,0.970
0.004,-0.044,0.966
-0.004,-0.032,0.970
-0.022,-0.027,0.971
-0.029,-0.023,0.971
-0.032,-0.023,0.965
-0.033,-0.019,0.955
-0.039,-0.001,0.952
-0.045,0.013,0.959
-0.053,0.017,0.965
-0.050,0.011,0.968
-0.052,0.001,0.971
-0.049,-0.011,0.973
-0.040,-0.015,0.975
-0.034,-0.019,0.976
-0.035,-0.018,0.985
-0.034,-0.019,1.001
-0.028,-0.023,1.017
-0.019,-0.035,1.024
-0.015,-0.045,1.033
-0.005,-0.047,1.041
0.005,-0.051,1.043
0.012,-0.057,1.051
0.020,-0.060,1.054
0.022,-0.064,1.057
0.017,-0.064,1.060
0.016,-0.061,1.059
0.014,-0.050,1.059
0.019,-0.049,1.057
0.020,-0.050,1.048
0.020,-0.052,1.043
0.020,-0.057,1.040
0.019,-0.061,1.037
0.021,-0.057,1.038
0.021,-0.050,1.033
0.013,-0.037,1.030
0.014,-0.039,1.024
0.014,-0.041,1.018
0.017,-0.045,1.016
0.020,-0.044,1.019
0.025,-0.041,1.029
0.021,-0.019,1.035
0.024,-0.010,1.055
0.025,-0.011,1.066
0.037,-0.020,1.071
0.055,-0.044,1.076
0.063,-0.052,1.071
0.074,-0.062,1.069
0.084,-0.069,1.062
0.089,-0.077,1.053
0.091,-0.079,1.048
0.093,-0.080,1.041
0.093,-0.077,1.030
0.096,-0.072,1.030
0.096,-0.072,1.021
0.095,-0.074,1.012
-0.298,-0.284,-1.475
-0.295,-0.301,-1.494
-0.302,-0.312,-1.520
-0.317,-0.315,-1.532
-0.346,-0.316,-1.533
-0.356,-0.301,-1.523
-0.385,-0.294,-1.501
-0.421,-0.277,-1.488
-0.437,-0.264,-1.447
-0.479,-0.255,-1.403
-0.521,-0.244,-1.378
-0.568,-0.239,-1.326
-0.588,-0.222,-1.272
-0.619,-0.219,-1.240
-0.664,-0.209,-1.228
-0.685,-0.224,-1.195
-0.725,-0.230,-1.155
-0.755,-0.241,-1.139
-0.766,-0.269,-1.080
-0.775,-0.291,-1.017
-0.797,-0.303,-0.942
-0.818,-0.316,-0.903
-0.854,-0.335,-0.816
-0.856,-0.345,-0.727
-0.849,-0.382,-0.639
-0.855,-0.437,-0.613
-0.865,-0.408,-0.520
-0.848,-0.447,-0.483
-0.851,-0.505,-0.442
-0.850,-0.551,-0.399
-0.844,-0.558,-0.353
-0.851,-0.583,-0.312
-0.854,-0.645,-0.301
-0.853,-0.702,-0.280
-0.818,-0.736,-0.279
-0.789,-0.794,-0.279
-0.778,-0.853,-0.296
-0.767,-0.922,-0.314
-0.738,-0.945,-0.323
-0.720,-0.981,-0.326
-0.692,-0.996,-0.317
-0.675,-0.988,-0.306
-0.659,-0.979,-0.300
-0.645,-0.953,-0.288
-0.628,-0.928,-0.251
-0.590,-0.922,-0.214
-0.566,-0.897,-0.195
-0.538,-0.900,-0.142
-0.531,-0.886,-0.104
-0.506,-0.890,-0.061
-0.475,-0.909,-0.049
-0.451,-0.909,-0.030
-0.451,-0.923,-0.021
-0.447,-0.968,-0.020
-0.401,-1.006,-0.003
-0.377,-1.059,0.021
-0.366,-1.099,0.040
-0.364,-1.186,0.046
-0.365,-1.253,0.045
-0.375,-1.282,0.021
-0.383,-1.339,0.002
-0.379,-1.375,-0.044
-0.376,-1.382,-0.080
-0.369,-1.383,-0.134
-0.385,-1.393,-0.156
-0.387,-1.425,-0.217
-0.371,-1.434,-0.249
-0.342,-1.459,-0.256
-0.302,-1.486,-0.294
-0.260,-1.514,-0.290
-0.214,-1.517,-0.286
-0.189,-1.505,-0.274
-0.135,-1.487,-0.239
-0.107,-1.433,-0.189
-0.060,-1.386,-0.165
0.037,-1.312,-0.154
0.170,-1.248,-0.168
0.254,-1.090,-0.190
0.399,-0.958,-0.205
0.527,-0.706,-0.246
0.623,-0.529,-0.302
0.884,-0.434,-0.363
1.223,-0.258,-0.387
1.416,-0.057,-0.482
1.714,0.087,-0.556
1.994,0.476,-0.499
2.185,0.913,-0.339
2.309,1.105,0.023
2.483,1.472,0.210
2.549,1.952,0.658
2.659,2.229,1.182
2.626,2.751,1.526
2.584,2.958,2.121
2.372,3.193,2.362
2.296,3.225,2.888
2.159,3.233,3.602
2.000,3.279,4.031
1.819,3.303,4.909
1.307,3.271,5.286
0.801,3.051,5.962
0.511,2.661,6.420
-0.379,1.990,6.600
-0.925,1.678,6.524
-1.970,1.682,6.119
-3.047,1.858,5.761
-3.446,2.239,5.133
-3.735,2.441,4.776
-3.686,2.805,4.469
-3.473,2.957,3.499
-2.627,2.894,2.086
-1.391,2.316,1.276
-0.734,1.419,-0.207
0.396,0.916,-1.364
1.350,0.045,-1.725
1.744,-0.525,-2.034
2.361,-0.992,-1.823
2.508,-1.095,-1.661
2.720,-1.154,-0.885
2.588,-1.162,-0.518
2.244,-1.082,-0.305
1.972,-0.906,-0.177
1.773,-0.783,-0.133
1.495,-0.537,-0.022
1.226,-0.337,0.208
1.053,-0.152,0.398
0.768,-0.182,0.500
0.544,-0.101,0.695
0.396,0.025,0.782
0.120,0.095,0.828
-0.098,0.248,0.948
-0.203,0.367,1.018
-0.356,0.417,1.075
-0.396,0.460,1.106
-0.387,0.440,1.145
-0.332,0.416,1.129
-0.238,0.347,1.111
-0.182,0.288,1.061
-0.074,0.253,1.013
0.023,0.183,0.928
0.082,0.148,0.849
0.173,0.093,0.822
0.208,0.055,0.771
0.257,0.043,0.779
0.294,0.010,0.791
0.297,-0.024,0.819
0.289,-0.041,0.873
0.276,-0.076,0.904
0.269,-0.101,0.965
0.249,-0.117,1.039
0.237,-0.141,1.081
0.234,-0.166,1.162
0.240,-0.176,1.230
0.238,-0.198,1.256
0.234,-0.218,1.287
0.219,-0.217,1.296
0.209,-0.201,1.319
