aX,aY,aZ
-1.033,-0.345,-0.627
-1.019,-0.374,-0.603
-0.996,-0.383,-0.599
-0.982,-0.375,-0.595
-0.970,-0.405,-0.587
-0.953,-0.419,-0.597
-0.931,-0.427,-0.604
-0.911,-0.463,-0.600
-0.882,-0.478,-0.611
-0.871,-0.479,-0.621
-0.848,-0.490,-0.628
-0.833,-0.502,-0.636
-0.817,-0.508,-0.640
-0.804,-0.521,-0.643
-0.797,-0.537,-0.649
-0.781,-0.533,-0.651
-0.776,-0.510,-0.654
-0.778,-0.490,-0.662
-0.774,-0.478,-0.666
-0.762,-0.478,-0.673
-0.749,-0.476,-0.672
-0.732,-0.489,-0.667
-0.725,-0.493,-0.670
-0.704,-0.499,-0.664
-0.685,-0.512,-0.659
-0.676,-0.520,-0.647
-0.661,-0.521,-0.640
-0.651,-0.527,-0.638
-0.627,-0.539,-0.623
-0.621,-0.550,-0.619
-0.613,-0.551,-0.623
-0.601,-0.549,-0.620
-0.594,-0.553,-0.605
-0.596,-0.540,-0.594
-0.590,-0.554,-0.595
-0.584,-0.548,-0.592
-0.577,-0.533,-0.582
-0.566,-0.537,-0.576
-0.555,-0.562,-0.576
-0.551,-0.569,-0.568
-0.542,-0.585,-0.566
-0.526,-0.609,-0.564
-0.504,-0.634,-0.570
-0.494,-0.664,-0.574
-0.466,-0.688,-0.584
-0.454,-0.707,-0.593
-0.444,-0.721,-0.603
-0.424,-0.726,-0.612
-0.406,-0.737,-0.619
-0.395,-0.750,-0.631
-0.389,-0.747,-0.636
-0.370,-0.752,-0.636
-0.357,-0.758,-0.636
-0.348,-0.771,-0.621
-0.318,-0.777,-0.607
-0.307,-0.767,-0.590
-0.299,-0.767,-0.551
-0.295,-0.775,-0.493
-0.300,-0.758,-0.436
-0.303,-0.754,-0.402
-0.296,-0.735,-0.338
-0.292,-0.724,-0.285
-0.305,-0.716,-0.270
-0.312,-0.697,-0.247
-0.315,-0.678,-0.207
-0.318,-0.687,-0.184
-0.314,-0.691,-0.169
-0.314,-0.702,-0.160
-0.321,-0.718,-0.163
-0.300,-0.728,-0.166
-0.294,-0.711,-0.161
-0.306,-0.710,-0.197
-0.297,-0.713,-0.189
-0.298,-0.658,-0.211
-0.302,-0.664,-0.246
-0.310,-0.637,-0.297
-0.308,-0.618,-0.312
-0.289,-0.624,-0.339
-0.289,-0.623,-0.376
-0.283,-0.630,-0.399
-0.261,-0.633,-0.400
-0.252,-0.647,-0.408
-0.244,-0.662,-0.417
-0.232,-0.667,-0.407
-0.225,-0.664,-0.403
-0.230,-0.644,-0.375
-0.232,-0.635,-0.342
-0.224,-0.618,-0.327
-0.223,-0.609,-0.294
-0.226,-0.604,-0.267
-0.226,-0.606,-0.250
-0.224,-0.609,-0.238
-0.222,-0.616,-0.215
-0.221,-0.746,-0.194
-0.227,-0.642,-0.175
-0.226,-0.626,-0.188
-0.223,-0.627,-0.157
-0.209,-0.644,-0.145
-0.206,-0.660,-0.144
-0.197,-0.670,-0.122
-0.200,-0.671,-0.115
-0.199,-0.673,-0.102
-0.193,-0.676,-0.082
-0.189,-0.673,-0.061
-0.184,-0.673,-0.050
-0.184,-0.683,-0.021
-0.855,-0.305,0.861
-0.871,-0.301,0.846
-0.877,-0.293,0.830
-0.888,-0.295,0.812
-0.907,-0.298,0.803
-0.918,-0.297,0.787
-0.932,-0.304,0.778
-0.936,-0.303,0.754
-0.939,-0.300,0.737
-0.953,-0.300,0.720
-0.971,-0.307,0.713
-0.975,-0.307,0.705
-0.978,-0.307,0.691
-0.992,-0.312,0.684
-0.996,-0.325,0.676
-0.999,-0.338,0.664
-1.000,-0.346,0.665
-0.995,-0.364,0.662
-0.992,-0.380,0.655
-0.991,-0.386,0.633
-0.992,-0.384,0.616
-0.995,-0.379,0.566
-0.997,-0.385,0.528
-1.002,-0.387,0.505
-1.008,-0.402,0.460
-1.007,-0.411,0.426
-1.005,-0.414,0.394
-1.001,-0.426,0.374
-1.001,-0.429,0.342
-0.997,-0.438,0.316
-1.003,-0.447,0.295
-1.025,-0.453,0.260
-1.022,-0.476,0.253
-1.019,-0.474,0.222
-1.026,-0.467,0.205
-1.024,-0.474,0.168
-1.029,-0.474,0.129
-1.038,-0.467,0.085
-1.037,-0.461,0.076
-1.045,-0.444,0.024
-1.076,-0.436,0.016
-1.083,-0.446,0.006
-1.088,-0.451,0.018
-1.091,-0.448,0.029
-1.099,-0.452,0.036
-1.104,-0.474,0.041
-1.108,-0.491,0.056
-1.109,-0.460,0.068
-1.098,-0.470,0.073
-1.109,-0.462,0.070
-1.105,-0.478,0.062
-1.027,-0.274,0.310
-1.216,-0.641,0.046
-1.267,-0.542,-0.022
-1.106,-0.486,0.107
-0.964,-0.504,0.103
-1.150,-0.509,-0.094
-1.182,-0.516,-0.131
-1.089,-0.478,-0.074
-1.067,-0.447,-0.071
-1.099,-0.454,-0.092
-1.142,-0.482,-0.115
-1.140,-0.494,-0.104
-1.114,-0.490,-0.075
-1.099,-0.503,-0.071
-1.121,-0.494,-0.072
-1.123,-0.497,-0.047
-1.097,-0.504,-0.010
-1.107,-0.503,-0.003
-1.098,-0.526,0.002
-1.100,-0.514,0.000
-1.083,-0.525,-0.001
-1.080,-0.520,0.002
-1.073,-0.533,0.001
-1.049,-0.532,-0.016
-1.024,-0.534,-0.033
-1.013,-0.520,-0.073
-1.004,-0.518,-0.102
-0.993,-0.513,-0.144
-0.970,-0.509,-0.167
-0.960,-0.510,-0.228
-0.959,-0.504,-0.277
-0.948,-0.526,-0.298
-0.932,-0.536,-0.330
-0.923,-0.550,-0.370
-0.908,-0.555,-0.386
-0.898,-0.565,-0.386
-0.897,-0.563,-0.372
-0.888,-0.575,-0.367
-0.888,-0.570,-0.368
-0.887,-0.564,-0.372
-0.887,-0.569,-0.365
-0.886,-0.576,-0.344
-0.886,-0.581,-0.306
-0.876,-0.579,-0.295
-0.868,-0.577,-0.273
-0.865,-0.590,-0.249
-0.866,-0.597,-0.223
-0.861,-0.614,-0.211
-0.852,-0.622,-0.175
-0.848,-0.626,-0.161
-0.840,-0.639,-0.168
-0.831,-0.640,-0.183
-0.826,-0.637,-0.201
-0.816,-0.639,-0.226
-0.817,-0.639,-0.232
-0.775,-0.640,-0.231
-0.793,-0.636,-0.265
-0.785,-0.660,-0.258
-0.759,-0.656,-0.249
-0.763,-0.664,-0.272
-0.781,-0.661,-0.268
-0.753,-0.662,-0.259
-0.761,-0.639,-0.273
-0.761,-0.512,-0.280
-0.765,-0.609,-0.288
-0.757,-0.588,-0.303
-0.751,-0.581,-0.345
-0.739,-0.586,-0.375
-0.828,0.048,1.139
-0.826,0.050,1.159
-0.829,0.041,1.166
-0.830,0.030,1.178
-0.822,0.021,1.179
-0.805,0.003,1.177
-0.793,-0.023,1.168
-0.776,-0.037,1.144
-0.759,-0.054,1.132
-0.746,-0.058,1.108
-0.711,-0.060,1.081
-0.676,-0.069,1.060
-0.661,-0.067,1.043
-0.653,-0.066,1.014
-0.656,-0.088,1.000
-0.651,-0.094,0.987
-0.620,-0.093,0.978
-0.602,-0.090,0.981
-0.589,-0.091,0.984
-0.586,-0.094,0.984
-0.576,-0.096,0.997
-0.557,-0.106,1.002
-0.550,-0.114,1.013
-0.536,-0.121,1.010
-0.522,-0.121,1.017
-0.520,-0.126,1.024
-0.513,-0.128,1.044
-0.507,-0.124,1.050
-0.506,-0.124,1.053
-0.493,-0.129,1.067
-0.495,-0.115,1.072
-0.497,-0.098,1.075
-0.498,-0.087,1.088
-0.497,-0.090,1.087
-0.494,-0.084,1.087
-0.494,-0.072,1.082
-0.492,-0.072,1.080
-0.496,-0.069,1.066
-0.490,-0.070,1.062
-0.473,-0.079,1.049
-0.465,-0.091,1.043
-0.461,-0.098,1.033
-0.456,-0.102,1.023
-0.448,-0.107,1.021
-0.448,-0.103,1.012
-0.441,-0.101,1.019
-0.424,-0.102,1.019
-0.421,-0.098,1.016
-0.419,-0.092,1.020
-0.411,-0.090,1.025
-0.405,-0.088,1.034
-0.401,-0.086,1.046
-0.391,-0.086,1.056
-0.386,-0.091,1.060
-0.384,-0.096,1.068
-0.375,-0.098,1.076
-0.371,-0.093,1.078
-0.369,-0.087,1.083
-0.365,-0.085,1.090
-0.367,-0.079,1.094
-0.370,-0.076,1.098
-0.369,-0.077,1.098
-0.366,-0.078,1.096
-0.364,-0.081,1.093
-0.363,-0.083,1.083
-0.365,-0.079,1.076
-0.372,-0.067,1.073
-0.381,-0.058,1.074
-0.382,-0.057,1.061
-0.383,-0.051,1.060
-0.382,-0.048,1.060
-0.382,-0.046,1.053
-0.385,-0.044,1.045
-0.387,-0.043,1.044
-0.395,-0.034,1.047
-0.397,-0.019,1.045
-0.404,-0.014,1.049
-0.404,-0.010,1.050
-0.402,-0.011,1.048
-0.401,-0.019,1.044
-0.397,-0.032,1.039
-0.394,-0.041,1.037
-0.392,-0.045,1.032
-0.388,-0.046,1.030
-0.386,-0.043,1.031
-0.379,-0.044,1.032
-0.373,-0.049,1.032
-0.367,-0.056,1.031
-0.360,-0.058,1.029
-0.364,-0.059,1.026
-0.362,-0.064,1.021
-0.356,-0.066,1.019
-0.348,-0.069,1.017
-0.345,-0.071,1.011
-0.345,-0.072,0.999
-0.344,-0.073,0.992
-0.344,-0.064,0.981
-0.345,-0.056,0.963
-0.348,-0.049,0.955
-0.350,-0.044,0.936
-0.353,-0.036,0.924
-0.357,-0.033,0.917
-0.359,-0.029,0.918
-0.359,-0.026,0.917
-0.360,-0.022,0.920
-0.366,-0.021,0.919
-0.368,-0.020,0.926
-0.366,-0.021,0.933
-0.367,-0.021,0.938
-0.372,-0.016,0.943
-0.381,-0.007,0.952
-0.384,0.124,0.963
-0.388,0.010,0.971
-0.395,0.007,0.976
-0.396,0.008,0.976
-0.393,0.008,0.976
-0.395,0.003,0.973
-0.394,-0.003,0.968
-0.394,-0.006,0.961
-0.801,-0.149,1.080
-0.826,-0.159,1.092
-0.854,-0.165,1.094
-0.870,-0.172,1.087
-0.878,-0.163,1.060
-0.898,-0.160,1.013
-0.915,-0.147,1.002
-0.931,-0.167,0.975
-0.952,-0.169,0.937
-0.959,-0.161,0.923
-0.961,-0.154,0.884
-0.973,-0.153,0.842
-0.981,-0.148,0.816
-0.984,-0.138,0.762
-0.995,-0.135,0.709
-1.004,-0.129,0.682
-1.004,-0.137,0.635
-1.004,-0.141,0.579
-1.001,-0.148,0.529
-0.999,-0.156,0.501
-0.999,-0.169,0.445
-0.989,-0.176,0.398
-0.987,-0.195,0.377
-0.986,-0.210,0.337
-0.982,-0.214,0.297
-0.956,-0.216,0.283
-0.956,-0.260,0.203
-0.978,-0.252,0.178
-0.970,-0.255,0.165
-0.995,-0.291,0.095
-1.026,-0.306,0.040
-1.033,-0.334,0.025
-1.036,-0.356,0.015
-1.045,-0.356,-0.007
-1.076,-0.358,-0.038
-1.094,-0.349,-0.050
-1.105,-0.342,-0.084
-1.144,-0.326,-0.091
-1.181,-0.345,-0.120
-1.229,-0.349,-0.150
-1.241,-0.391,-0.179
-1.269,-0.417,-0.201
-1.303,-0.432,-0.238
-1.310,-0.441,-0.222
-1.317,-0.450,-0.189
-1.342,-0.432,-0.192
-1.366,-0.388,-0.200
-1.367,-0.385,-0.199
-1.414,-0.427,-0.223
-1.398,-0.369,-0.210
-1.371,-0.385,-0.206
-1.214,-0.129,0.152
-1.394,-0.535,-0.016
-1.447,-0.569,-0.431
-1.361,-0.404,-0.147
-1.083,-0.568,-0.166
-1.207,-0.615,-0.283
-1.232,-0.538,-0.402
-1.070,-0.570,-0.384
-1.045,-0.609,-0.528
-1.081,-0.511,-0.583
-1.017,-0.524,-0.661
-0.999,-0.537,-0.702
-1.005,-0.586,-0.805
-0.978,-0.620,-0.853
-0.945,-0.641,-0.912
-0.907,-0.672,-0.934
-0.881,-0.673,-0.997
-0.872,-0.674,-1.033
-0.870,-0.651,-1.086
-0.863,-0.612,-1.105
-0.880,-0.578,-1.120
-0.896,-0.569,-1.085
-0.854,-0.589,-1.079
-0.832,-0.594,-1.056
-0.834,-0.638,-1.031
-0.807,-0.653,-0.986
-0.771,-0.669,-0.973
-0.749,-0.764,-0.940
-0.732,-0.748,-0.937
-0.696,-0.761,-0.942
-0.641,-0.783,-0.942
-0.630,-0.810,-0.911
-0.612,-0.783,-0.908
-0.593,-0.737,-0.915
-0.582,-0.710,-0.902
-0.572,-0.698,-0.885
-0.586,-0.681,-0.875
-0.579,-0.669,-0.854
-0.567,-0.646,-0.832
-0.554,-0.637,-0.843
-0.556,-0.614,-0.839
-0.545,-0.607,-0.827
-0.523,-0.602,-0.818
-0.499,-0.606,-0.809
-0.484,-0.621,-0.799
-0.481,-0.629,-0.792
-0.475,-0.629,-0.790
-0.457,-0.614,-0.780
-0.448,-0.616,-0.753
-0.428,-0.611,-0.730
-0.413,-0.603,-0.727
-0.411,-0.591,-0.719
-0.412,-0.579,-0.707
-0.410,-0.581,-0.697
-0.405,-0.576,-0.679
-0.387,-0.581,-0.625
-0.378,-0.585,-0.609
-0.355,-0.590,-0.591
-0.324,-0.615,-0.582
-0.315,-0.625,-0.568
-0.283,-0.644,-0.527
-0.265,-0.629,-0.536
-0.239,-0.632,-0.509
-0.228,-0.605,-0.488
-0.236,-0.589,-0.453
-0.215,-0.593,-0.430
-0.215,-0.583,-0.406
-0.204,-0.571,-0.357
-0.694,0.336,1.034
-0.664,0.346,1.074
-0.674,0.400,1.051
-0.787,0.374,0.991
-0.737,0.393,1.041
-0.712,0.381,1.083
-0.724,0.372,1.107
-0.758,0.356,1.114
-0.758,0.354,1.117
-0.743,0.328,1.119
-0.732,0.306,1.120
-0.727,0.305,1.104
-0.736,0.308,1.096
-0.742,0.299,1.068
-0.750,0.294,1.065
-0.746,0.288,1.069
-0.739,0.270,1.073
-0.729,0.256,1.069
-0.724,0.227,1.065
-0.707,0.218,1.066
-0.691,0.205,1.067
-0.688,0.198,1.057
-0.685,0.198,1.054
-0.674,0.193,1.054
-0.664,0.188,1.058
-0.643,0.189,1.057
-0.623,0.184,1.055
-0.617,0.181,1.052
-0.610,0.186,1.057
-0.609,0.201,1.055
-0.607,0.202,1.070
-0.590,0.187,1.075
-0.560,0.200,1.088
-0.554,0.190,1.078
-0.540,0.190,1.091
-0.513,0.146,1.094
-0.494,0.000,1.106
-0.489,0.123,1.109
-0.484,0.114,1.106
-0.472,0.107,1.098
-0.457,0.102,1.086
-0.451,0.122,1.066
-0.444,0.127,1.038
-0.433,0.127,1.031
-0.430,0.115,1.022
-0.418,0.113,1.006
-0.413,0.098,1.001
-0.401,0.099,0.995
-0.383,0.101,0.987
-0.392,0.106,0.968
-0.399,0.108,0.947
-0.411,0.105,0.933
-0.411,0.116,0.932
-0.412,0.119,0.915
-0.409,0.121,0.915
-0.396,0.128,0.929
-0.391,0.129,0.929
-0.387,0.141,0.929
-0.389,0.145,0.933
-0.385,0.138,0.939
-0.373,0.133,0.946
-0.372,0.134,0.967
-0.361,0.135,0.985
-0.355,0.134,0.992
-0.349,0.131,1.010
-0.343,0.121,1.020
-0.341,0.112,1.022
-0.342,0.115,1.029
-0.353,0.118,1.032
-0.355,0.109,1.036
-0.352,0.104,1.039
-0.352,0.100,1.037
-0.351,0.089,1.029
-0.354,0.086,1.016
-0.355,0.074,0.989
-0.358,0.069,0.968
-0.362,0.064,0.956
-0.363,0.067,0.938
-0.373,0.073,0.923
-0.391,0.085,0.919
-0.401,0.100,0.916
-0.414,0.106,0.927
-0.430,0.129,0.938
-0.439,0.123,0.932
-0.444,0.113,0.950
-0.447,0.118,0.976
-0.448,0.249,0.993
-0.453,0.132,1.004
-0.451,0.122,1.032
-0.449,0.115,1.057
-0.441,0.097,1.066
-0.431,0.087,1.079
-0.427,0.087,1.082
-0.421,0.092,1.084
-0.427,0.095,1.079
-0.428,0.100,1.075
-0.429,0.104,1.075
-0.427,0.107,1.075
-0.424,0.105,1.075
-0.421,0.101,1.073
-0.418,0.095,1.066
-0.414,0.092,1.057
-0.408,0.090,1.052
-0.406,0.093,1.037
-0.409,0.097,1.025
-0.409,0.103,1.016
-0.409,0.105,1.007
-0.407,0.102,0.994
-0.405,0.100,0.986
-0.406,0.103,0.966
-0.409,0.104,0.953
-0.414,0.117,0.945
-0.417,0.141,0.935
-0.427,0.148,0.935
-0.435,0.158,0.936
-0.435,0.155,0.944
-0.430,0.149,0.954
-0.424,0.140,0.959
-0.422,0.137,0.968
-0.742,0.041,1.246
-0.755,0.033,1.261
-0.780,0.027,1.265
-0.810,0.020,1.260
-0.826,0.020,1.249
-0.854,0.019,1.227
-0.871,0.015,1.212
-0.878,0.009,1.175
-0.890,0.002,1.155
-0.894,-0.014,1.111
-0.895,-0.028,1.068
-0.902,-0.035,1.025
-0.903,-0.056,1.001
-0.906,-0.079,0.943
-0.912,-0.084,0.887
-0.914,-0.095,0.853
-0.918,-0.099,0.790
-0.922,-0.102,0.729
-0.932,-0.114,0.702
-0.940,-0.133,0.653
-0.947,-0.142,0.614
-0.959,-0.154,0.595
-0.979,-0.167,0.565
-0.987,-0.175,0.542
-0.991,-0.182,0.515
-0.992,-0.195,0.499
-0.993,-0.208,0.459
-1.003,-0.209,0.427
-1.000,-0.206,0.418
-0.994,-0.219,0.405
-0.982,-0.249,0.352
-0.979,-0.243,0.333
-0.941,-0.256,0.335
-0.916,-0.304,0.246
-0.906,-0.289,0.154
-0.846,-0.337,0.113
-0.818,-0.390,0.084
-0.767,-0.414,0.025
-0.740,-0.464,-0.034
-0.726,-0.520,-0.114
-0.710,-0.550,-0.193
-0.738,-0.555,-0.223
-0.767,-0.619,-0.276
-0.790,-0.671,-0.334
-0.834,-0.671,-0.401
-0.874,-0.643,-0.417
-0.925,-0.717,-0.451
-0.970,-0.758,-0.529
-1.062,-0.736,-0.564
-1.123,-0.693,-0.566
-1.153,-0.696,-0.534
-1.228,-0.695,-0.498
-1.305,-0.686,-0.484
-1.641,-0.154,-0.393
-1.634,-0.775,-0.253
-1.552,-0.988,-0.562
-1.467,-0.590,-0.414
-1.367,-0.424,-0.290
-1.228,-0.643,-0.375
-1.291,-0.734,-0.477
-1.264,-0.671,-0.684
-1.183,-0.810,-0.781
-0.991,-0.833,-0.830
-0.941,-0.855,-0.948
-0.886,-0.845,-1.107
-0.941,-0.788,-1.157
-0.832,-0.891,-1.195
-0.749,-0.882,-1.181
-0.870,-0.915,-1.319
-0.776,-0.789,-1.316
-0.638,-0.860,-1.235
-0.654,-0.840,-1.430
-0.681,-0.799,-1.588
-0.534,-0.811,-1.615
-0.402,-0.846,-1.716
-0.365,-0.788,-1.885
-0.256,-0.810,-2.033
-0.254,-0.838,-2.016
-0.194,-0.858,-1.992
-0.174,-0.834,-1.952
-0.138,-0.834,-1.784
-0.104,-0.800,-1.812
-0.100,-0.755,-1.638
-0.115,-0.744,-1.517
-0.149,-0.706,-1.452
-0.182,-0.674,-1.322
-0.203,-0.627,-1.221
-0.241,-0.595,-1.148
-0.280,-0.521,-1.121
-0.323,-0.470,-1.067
-0.346,-0.455,-1.014
-0.381,-0.463,-0.924
-0.407,-0.415,-0.901
-0.427,-0.378,-0.865
-0.456,-0.378,-0.822
-0.474,-0.381,-0.806
-0.485,-0.380,-0.779
-0.486,-0.385,-0.769
-0.487,-0.387,-0.777
-0.482,-0.392,-0.793
-0.475,-0.402,-0.818
-0.468,-0.428,-0.845
-0.447,-0.441,-0.858
-0.429,-0.465,-0.859
-0.418,-0.469,-0.860
-0.401,-0.476,-0.845
-0.374,-0.485,-0.832
-0.354,-0.485,-0.818
-0.346,-0.490,-0.793
-0.327,-0.494,-0.767
-0.312,-0.502,-0.750
-0.300,-0.501,-0.710
-0.296,-0.486,-0.652
-0.295,-0.475,-0.592
-0.297,-0.456,-0.559
-0.305,-0.444,-0.503
-0.307,-0.430,-0.406
-0.307,-0.429,-0.361
-0.328,-0.421,-0.320
-0.866,-0.007,1.146
-0.879,-0.009,1.138
-0.884,-0.004,1.119
-0.897,-0.004,1.093
-0.916,-0.007,1.081
-0.925,-0.012,1.051
-0.934,-0.015,1.023
-0.947,-0.021,1.008
-0.960,-0.037,0.977
-0.965,-0.043,0.947
-0.966,-0.047,0.920
-0.969,-0.060,0.905
-0.976,-0.067,0.874
-0.978,-0.067,0.841
-0.982,-0.072,0.823
-0.981,-0.075,0.782
-0.973,-0.073,0.737
-0.943,-0.056,0.743
-0.935,-0.105,0.624
-0.978,-0.090,0.616
-0.909,-0.094,0.620
-0.950,-0.128,0.493
-0.943,-0.142,0.432
-0.937,-0.166,0.357
-0.941,-0.204,0.337
-0.914,-0.211,0.289
-0.905,-0.242,0.259
-0.920,-0.265,0.234
-0.921,-0.274,0.181
-0.927,-0.279,0.110
-0.958,-0.292,0.087
-0.995,-0.297,0.039
-1.007,-0.300,0.011
-1.043,-0.298,-0.025
-1.088,-0.253,-0.043
-1.105,-0.258,-0.058
-1.131,-0.312,-0.141
-1.209,-0.302,-0.150
-1.213,-0.245,-0.171
-1.211,-0.231,-0.179
-1.234,-0.225,-0.156
-1.276,-0.298,-0.147
-1.294,-0.354,-0.177
-1.355,-0.347,-0.158
-1.316,-0.365,-0.201
-1.307,-0.318,-0.206
-1.316,-0.324,-0.255
-1.295,-0.320,-0.048
-1.246,0.053,0.224
-1.322,-0.669,-0.343
-1.521,-0.509,-0.372
-1.315,-0.268,-0.297
-1.115,-0.520,-0.291
-1.229,-0.569,-0.297
-1.260,-0.493,-0.511
-1.140,-0.553,-0.542
-1.090,-0.581,-0.529
-1.117,-0.630,-0.625
-1.124,-0.604,-0.755
-1.096,-0.594,-0.845
-1.058,-0.610,-0.879
-1.050,-0.578,-0.982
-1.046,-0.557,-1.071
-1.018,-0.565,-1.100
-0.985,-0.601,-1.156
-0.954,-0.585,-1.222
-0.943,-0.582,-1.279
-0.889,-0.600,-1.286
-0.861,-0.622,-1.281
-0.835,-0.607,-1.267
-0.838,-0.598,-1.240
-0.814,-0.601,-1.167
-0.792,-0.607,-1.141
-0.787,-0.607,-1.056
-0.774,-0.577,-0.997
-0.747,-0.576,-0.944
-0.739,-0.516,-0.919
-0.719,-0.519,-0.864
-0.719,-0.489,-0.804
-0.681,-0.496,-0.739
-0.683,-0.504,-0.727
-0.646,-0.515,-0.725
-0.634,-0.540,-0.707
-0.609,-0.564,-0.673
-0.595,-0.552,-0.644
-0.553,-0.550,-0.624
-0.537,-0.553,-0.596
-0.539,-0.558,-0.587
-0.553,-0.583,-0.603
-0.561,-0.582,-0.606
-0.559,-0.567,-0.616
-0.546,-0.554,-0.619
-0.532,-0.547,-0.616
-0.531,-0.553,-0.615
-0.533,-0.550,-0.610
-0.526,-0.551,-0.593
-0.515,-0.553,-0.582
-0.514,-0.553,-0.563
-0.503,-0.550,-0.527
-0.510,-0.578,-0.510
-0.493,-0.529,-0.515
-0.468,-0.538,-0.495
-0.473,-0.547,-0.475
-0.457,-0.550,-0.462
-0.450,-0.558,-0.453
-0.434,-0.581,-0.416
-0.438,-0.581,-0.346
-0.440,-0.590,-0.320
-0.448,-0.592,-0.325
-0.442,-0.610,-0.291
-0.427,-0.568,-0.303
-0.415,-0.598,-0.301
-0.430,-0.580,-0.308
-0.400,-0.575,-0.255
-0.419,-0.591,-0.315
-0.358,-0.542,-0.258
-0.357,-0.516,-0.273
-0.387,-0.515,-0.261
-0.380,-0.528,-0.259
-0.848,-0.368,0.797
-0.861,-0.391,0.800
-0.877,-0.412,0.804
-0.883,-0.420,0.802
-0.898,-0.435,0.799
-0.915,-0.445,0.795
-0.921,-0.444,0.785
-0.928,-0.446,0.782
-0.932,-0.451,0.766
-0.957,-0.459,0.744
-0.962,-0.461,0.747
-0.960,-0.458,0.711
-0.970,-0.439,0.693
-0.963,-0.446,0.651
-0.957,-0.448,0.623
-0.943,-0.446,0.578
-0.938,-0.430,0.555
-0.932,-0.425,0.497
-0.916,-0.422,0.450
-0.911,-0.419,0.413
-0.906,-0.423,0.337
-0.905,-0.421,0.276
-0.884,-0.430,0.250
-0.862,-0.442,0.193
-0.857,-0.441,0.114
-0.878,-0.431,0.048
-0.893,-0.412,0.005
-0.897,-0.415,-0.049
-0.907,-0.416,-0.090
-0.918,-0.431,-0.116
-0.936,-0.445,-0.184
-0.949,-0.443,-0.248
-0.970,-0.451,-0.285
-0.981,-0.469,-0.362
-0.984,-0.485,-0.423
-0.985,-0.488,-0.479
-0.998,-0.476,-0.505
-1.009,-0.453,-0.548
-1.032,-0.443,-0.588
-1.065,-0.427,-0.606
-1.106,-0.380,-0.634
-1.129,-0.341,-0.679
-1.183,-0.257,-0.701
-1.792,0.108,-0.661
-1.376,-0.142,-0.247
-1.388,-0.469,-0.914
-1.426,-0.164,-0.741
-1.177,0.040,-0.636
-1.110,-0.292,-0.553
-1.247,-0.149,-0.622
-1.292,-0.211,-0.762
-1.232,-0.220,-0.741
-1.165,-0.234,-0.621
-1.131,-0.305,-0.603
-1.130,-0.310,-0.729
-1.128,-0.305,-0.760
-1.073,-0.326,-0.754
-1.022,-0.332,-0.796
-1.024,-0.373,-0.827
-1.008,-0.404,-0.830
-0.995,-0.438,-0.830
-0.991,-0.458,-0.863
-0.966,-0.485,-0.875
-0.951,-0.463,-0.893
-0.938,-0.439,-0.891
-0.898,-0.504,-0.910
-0.917,-0.528,-0.914
-0.827,-0.514,-0.834
-0.812,-0.539,-0.795
-0.796,-0.566,-0.798
-0.806,-0.578,-0.782
-0.773,-0.611,-0.779
-0.772,-0.615,-0.812
-0.748,-0.633,-0.874
-0.733,-0.687,-0.877
-0.634,-0.769,-0.838
-0.616,-0.743,-0.897
-0.662,-0.747,-1.003
-0.611,-0.810,-1.015
-0.584,-0.859,-1.046
-0.564,-0.907,-1.086
-0.548,-0.898,-1.130
-0.542,-0.865,-1.146
-0.528,-0.805,-1.116
-0.542,-0.761,-1.142
-0.596,-0.688,-1.154
-0.627,-0.643,-1.132
-0.628,-0.637,-1.096
-0.607,-0.644,-1.075
-0.594,-0.655,-1.064
-0.592,-0.636,-1.022
-0.601,-0.629,-0.966
-0.592,-0.622,-0.935
-0.557,-0.629,-0.888
-0.536,-0.646,-0.859
-0.507,-0.634,-0.857
-0.475,-0.632,-0.833
-0.451,-0.662,-0.810
-0.416,-0.677,-0.810
-0.371,-0.655,-0.789
-0.356,-0.640,-0.801
-0.325,-0.631,-0.788
-0.317,-0.600,-0.783
-0.297,-0.563,-0.782
-0.258,-0.545,-0.743
-0.306,-0.519,-0.811
-0.292,-0.496,-0.825
-0.265,-0.518,-0.850
-0.226,-0.558,-0.822
-0.186,-0.574,-0.833
-0.166,-0.564,-0.833
-0.170,-0.522,-0.829
-0.183,-0.508,-0.814
-0.182,-0.462,-0.798
-0.183,-0.430,-0.760
-0.181,-0.418,-0.712
-0.165,-0.417,-0.645
-0.145,-0.405,-0.613
-0.148,-0.377,-0.551
-1.013,0.232,0.768
-1.007,0.223,0.731
-1.025,0.233,0.690
-1.030,0.244,0.691
-1.041,0.227,0.648
-1.064,0.218,0.699
-0.971,0.273,0.745
-1.001,0.211,0.593
-1.085,0.220,0.623
-0.925,0.294,0.738
-0.961,0.305,0.612
-0.964,0.331,0.671
-0.878,0.335,0.767
-0.997,0.282,0.720
-0.969,0.302,0.842
-0.936,0.334,0.904
-0.983,0.326,0.904
-1.016,0.388,0.940
-1.002,0.411,0.968
-0.992,0.415,0.976
-0.996,0.443,1.001
-1.000,0.474,1.044
-0.992,0.454,1.099
-0.991,0.474,1.115
-0.996,0.459,1.139
-0.963,0.428,1.170
-0.955,0.433,1.194
-0.945,0.420,1.190
-0.971,0.444,1.194
-0.971,0.400,1.161
-0.909,0.410,1.180
-0.938,0.489,1.149
-0.960,0.449,1.094
-0.902,0.470,1.130
-0.948,0.513,1.114
-0.965,0.415,1.101
