Time, Accel_x, Accel_y, Accel_z, Gyr_x, Gyr_y, Gyr_z, Label
33:0:72, -1.31, -0.09, 0.02, -38.29, 127.82, 8.26
33:0:72, -1.37, 0.06, 0.13, -35.77, 102.55, -3.57
33:0:72, -1.25, 0.16, 0.22, -22.54, 102.27, -9.94
33:0:72, -1.19, 0.17, 0.19, -9.45, 85.33, -12.88
33:0:72, -1.26, 0.26, 0.46, 18.55, 78.47, -27.65
33:0:72, -1.42, 0.21, 0.48, 18.06, 73.64, -41.44
33:0:72, -1.52, 0.06, 0.45, 20.79, 67.69, -39.69
33:0:72, -1.55, -0.19, 0.37, 12.25, 63.42, -38.01
33:0:72, -1.63, -0.17, 0.38, 25.13, 51.87, -39.13
33:0:72, -1.71, -0.23, 0.28, 47.60, 25.62, -41.37
33:0:72, -1.99, -0.09, 0.24, 65.94, 2.80, -36.12
33:0:72, -2.01, -0.19, 0.36, 59.15, -26.25, -48.30
33:0:72, -2.01, -0.08, 0.35, 61.46, -44.03, -45.36
33:0:72, -1.77, -0.11, 0.32, 73.57, -72.73, -43.75
33:0:72, -1.41, -0.19, 0.28, 60.06, -96.95, -38.71
33:0:72, -1.35, -0.36, 0.25, 63.63, -113.89, -25.27
33:0:72, -1.36, -0.28, 0.26, 109.06, -133.91, -30.17
33:0:72, -1.45, -0.03, 0.38, 125.86, -162.61, -25.55
33:0:72, -1.27, 0.08, 0.31, 127.54, -168.14, 0.77
33:0:72, -0.98, -0.00, 0.09, 122.29, -162.54, 49.00
33:0:72, -1.26, 0.41, -0.06, 185.85, -180.95, 96.25
33:0:72, -1.21, 0.43, 0.00, 200.06, -195.23, 155.19
33:0:72, -1.10, 0.72, -0.12, 133.28, -157.22, 171.71
33:0:72, -1.44, 0.98, -0.31, -39.97, -200.34, 173.95
33:0:72, -1.17, 0.97, 0.30, -151.76, -240.80, 162.82
33:0:72, -1.08, 0.38, -0.08, -211.75, -210.07, 161.49
33:0:72, -1.29, -0.07, -1.00, -244.51, -209.02, 143.22
33:0:72, -1.31, -0.20, -1.02, -353.22, -239.89, 144.97
33:0:72, -1.05, -0.01, -0.19, -335.93, -253.12, 93.80
33:0:72, -0.99, -0.16, 0.49, -252.70, -249.41, 52.36
33:0:72, -1.03, -0.05, 0.87, -163.73, -266.42, 29.47
33:0:72, -1.03, -0.21, 0.73, -173.74, -275.31, 18.48
