Time, Accel_x, Accel_y, Accel_z, Gyr_x, Gyr_y, Gyr_z, Label
33:0:72, -0.03, -0.21, 0.44, -16.87, -59.36, -3.36
33:0:72, 0.28, -0.33, 0.52, 14.98, -8.68, 27.65
33:0:72, 0.11, 0.02, 0.43, 44.17, 59.71, 49.84
33:0:72, -0.15, -0.39, 0.38, 21.21, 13.65, -6.65
33:0:72, -0.00, -0.26, 0.65, 51.38, 64.75, 15.33
33:0:72, -0.46, 0.21, 0.75, 63.63, 136.99, -7.77
33:0:72, 0.12, -0.44, 0.57, 9.52, 105.84, -3.50
33:0:72, -0.12, -0.44, 0.85, 73.15, 55.65, 18.83
33:0:72, -0.21, -0.30, 1.16, 79.59, 56.49, 8.19
33:0:72, -0.30, -0.60, 1.52, 116.83, 38.57, 14.49
33:0:72, -0.42, -0.71, 1.00, 138.04, 52.43, 27.30
33:0:72, -0.77, -0.38, 0.60, 81.97, 90.09, 35.84
33:0:72, -0.86, -0.43, 0.70, 20.30, 111.65, 39.69
33:0:72, -1.12, -0.25, 0.87, 33.67, 103.39, 50.82
33:0:72, -1.22, -0.10, 1.21, 41.23, 104.51, 44.17
33:0:72, -1.35, -0.39, 1.24, -14.42, 130.48, 39.34
33:0:72, -1.37, -0.47, 0.54, -22.40, 114.38, 25.41
33:0:72, -1.22, -0.25, 0.40, -5.67, 111.72, 15.12
33:0:72, -1.28, -0.34, 0.42, -2.73, 108.36, 11.20
33:0:72, -1.13, -0.43, 0.47, -17.36, 97.09, 8.26
33:0:72, -1.07, -0.43, 0.54, -26.04, 87.43, 5.88
33:0:72, -0.94, -0.46, 0.52, -28.77, 83.72, 5.95
33:0:72, -0.95, -0.33, 0.52, -29.75, 81.83, 11.48
33:0:72, -0.90, -0.23, 0.53, -25.34, 86.24, 18.48
33:0:72, -0.92, -0.33, 0.51, -18.13, 92.47, 54.04
33:0:72, -0.88, -0.14, 0.49, -0.63, 99.75, 61.25
33:0:72, -0.86, -0.20, 0.48, -7.70, 105.49, 54.11
